CellID,Batch,Annotation,cell_id,Annotation_0305
CELL.5101,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5101,MPEX
CELL.5103,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5103,SFRPEGC
CELL.5105,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5105,CP
CELL.5109,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5109,MSN
CELL.5110,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5110,MSN
CELL.5111,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5111,MPEX
CELL.5112,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5112,VLMC
CELL.5113,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5113,VLMC
CELL.5114,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5114,MSN
CELL.5115,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5115,TLNBL
CELL.5117,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5117,SSTIN
CELL.5118,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5118,NPTXEX
CELL.5119,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5119,MPEX
CELL.5120,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5120,CP
CELL.5121,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5121,NPTXEX
CELL.5122,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5122,SFRPEGC
CELL.5123,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5123,MPEX
CELL.5124,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5124,MPEX
CELL.5126,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5126,TLNBL
CELL.5127,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5127,CP
CELL.5128,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5128,CP
CELL.5129,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5129,MPEX
CELL.5130,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5130,MPIN
CELL.5132,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5132,NPTXEX
CELL.5133,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5133,WNTEGC
CELL.5136,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5136,MSN
CELL.5139,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5139,NPTXEX
CELL.5140,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5140,MPIN
CELL.5142,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5142,CP
CELL.5143,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5143,MPEX
CELL.5144,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5144,MPEX
CELL.5146,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5146,MSN
CELL.5147,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5147,MPEX
CELL.5148,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5148,WNTEGC
CELL.5150,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5150,CP
CELL.5152,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5152,MPIN
CELL.5153,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5153,WNTEGC
CELL.5154,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5154,VLMC
CELL.5155,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5155,NPTXEX
CELL.5156,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5156,TLNBL
CELL.5157,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5157,CP
CELL.5158,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5158,WNTEGC
CELL.5159,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5159,TLNBL
CELL.5160,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5160,MSN
CELL.5161,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5161,MSN
CELL.5162,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5162,NPTXEX
CELL.5163,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5163,CP
CELL.5164,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5164,MPEX
CELL.5165,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5165,CP
CELL.5166,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5166,CP
CELL.5168,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5168,WNTEGC
CELL.5169,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5169,CP
CELL.5170,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5170,SSTIN
CELL.5171,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5171,MPEX
CELL.5172,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5172,MPIN
CELL.5175,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5175,CP
CELL.5177,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5177,NPTXEX
CELL.5178,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5178,WNTEGC
CELL.5179,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5179,MPEX
CELL.5180,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5180,SFRPEGC
CELL.5183,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5183,TLNBL
CELL.5185,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5185,MSN
CELL.5187,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5187,NPTXEX
CELL.5188,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5188,WNTEGC
CELL.5192,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5192,NPTXEX
CELL.5193,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5193,NPTXEX
CELL.5195,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5195,MPEX
CELL.5197,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5197,MSN
CELL.5198,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5198,MPEX
CELL.5199,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5199,SSTIN
CELL.5200,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5200,NPTXEX
CELL.5202,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5202,SFRPEGC
CELL.5203,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5203,WNTEGC
CELL.5204,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5204,MSN
CELL.5205,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5205,CP
CELL.5206,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5206,VLMC
CELL.5207,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5207,MPEX
CELL.5209,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5209,MPEX
CELL.5211,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5211,MPEX
CELL.5214,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5214,SSTIN
CELL.5216,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5216,TLNBL
CELL.5221,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5221,NPTXEX
CELL.5222,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5222,NPTXEX
CELL.5223,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5223,SSTIN
CELL.5225,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5225,MPEX
CELL.5226,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5226,VLMC
CELL.5229,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5229,VLMC
CELL.5230,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5230,NPTXEX
CELL.5231,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5231,NPTXEX
CELL.5232,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5232,NPTXEX
CELL.5233,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5233,MPIN
CELL.5234,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5234,WNTEGC
CELL.5235,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5235,CP
CELL.5237,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5237,NPTXEX
CELL.5238,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5238,CP
CELL.5240,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5240,VLMC
CELL.5241,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5241,VLMC
CELL.5243,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5243,MSN
CELL.5244,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5244,MPEX
CELL.5246,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5246,WNTEGC
CELL.5247,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5247,MPIN
CELL.5248,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5248,MPIN
CELL.5249,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5249,MPEX
CELL.5250,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5250,MPIN
CELL.5251,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5251,MPIN
CELL.5252,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5252,WNTEGC
CELL.5254,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5254,SFRPEGC
CELL.5255,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5255,CP
CELL.5256,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5256,CP
CELL.5257,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5257,CP
CELL.5258,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5258,MPEX
CELL.5260,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5260,MPEX
CELL.5263,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5263,NPTXEX
CELL.5264,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5264,CP
CELL.5265,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5265,CP
CELL.5266,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5266,CP
CELL.5267,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5267,CP
CELL.5268,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5268,TLNBL
CELL.5269,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5269,VLMC
CELL.5271,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5271,WNTEGC
CELL.5272,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5272,SSTIN
CELL.5273,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5273,WNTEGC
CELL.5274,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5274,MPEX
CELL.5275,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5275,CP
CELL.5277,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5277,CP
CELL.5278,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5278,MPEX
CELL.5279,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5279,MPIN
CELL.5280,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5280,CP
CELL.5281,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5281,MSN
CELL.5283,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5283,CP
CELL.5285,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5285,TLNBL
CELL.5287,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5287,SSTIN
CELL.5289,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5289,CP
CELL.5290,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5290,SSTIN
CELL.5293,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5293,NPTXEX
CELL.5294,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5294,MPIN
CELL.5295,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5295,NPTXEX
CELL.5299,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5299,TLNBL
CELL.5300,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5300,CP
CELL.5301,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5301,MPEX
CELL.5303,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5303,SFRPEGC
CELL.5305,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5305,MPEX
CELL.5306,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5306,NPTXEX
CELL.5307,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5307,MPEX
CELL.5308,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5308,VLMC
CELL.5309,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5309,CP
CELL.5312,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5312,CP
CELL.5314,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5314,NPTXEX
CELL.5315,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5315,NPTXEX
CELL.5316,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5316,WNTEGC
CELL.5317,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5317,MPIN
CELL.5318,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5318,SSTIN
CELL.5319,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5319,WNTEGC
CELL.5320,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5320,MSN
CELL.5321,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5321,MSN
CELL.5323,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5323,VLMC
CELL.5326,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5326,NPTXEX
CELL.5327,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5327,TLNBL
CELL.5328,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5328,WNTEGC
CELL.5329,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5329,CP
CELL.5331,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5331,WNTEGC
CELL.5332,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5332,SFRPEGC
CELL.5333,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5333,MSN
CELL.5335,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5335,NPTXEX
CELL.5337,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5337,CP
CELL.5338,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5338,CP
CELL.5340,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5340,SSTIN
CELL.5342,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5342,MPEX
CELL.5343,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5343,SFRPEGC
CELL.5344,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5344,WNTEGC
CELL.5345,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5345,MPEX
CELL.5346,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5346,SFRPEGC
CELL.5347,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5347,MSN
CELL.5349,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5349,SFRPEGC
CELL.5350,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5350,SSTIN
CELL.5352,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5352,NPTXEX
CELL.5354,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5354,SSTIN
CELL.5355,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5355,CP
CELL.5356,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5356,SSTIN
CELL.5357,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5357,VLMC
CELL.5358,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5358,MPEX
CELL.5359,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5359,MPEX
CELL.5360,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5360,MPIN
CELL.5361,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5361,VLMC
CELL.5362,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5362,TLNBL
CELL.5363,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5363,CP
CELL.5364,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5364,SSTIN
CELL.5365,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5365,WNTEGC
CELL.5366,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5366,CP
CELL.5367,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5367,MPEX
CELL.5368,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5368,MSN
CELL.5369,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5369,CP
CELL.5370,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5370,WNTEGC
CELL.5371,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5371,SSTIN
CELL.5374,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5374,MPEX
CELL.5375,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5375,VLMC
CELL.5377,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5377,WNTEGC
CELL.5378,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5378,MPEX
CELL.5379,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5379,VLMC
CELL.5381,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5381,MSN
CELL.5383,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5383,MPEX
CELL.5384,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,5384,SCGNIN
CELL.5385,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5385,MSN
CELL.5388,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5388,MSN
CELL.5389,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5389,WNTEGC
CELL.5390,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5390,MPIN
CELL.5391,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5391,MPEX
CELL.5392,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5392,MPEX
CELL.5394,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5394,NPTXEX
CELL.5395,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5395,NPTXEX
CELL.5396,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5396,CP
CELL.5397,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5397,MPIN
CELL.5398,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5398,MSN
CELL.5399,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5399,NPTXEX
CELL.5400,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5400,MPEX
CELL.5401,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5401,VLMC
CELL.5402,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5402,TLNBL
CELL.5403,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5403,MPIN
CELL.5405,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5405,NPTXEX
CELL.5406,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5406,NPTXEX
CELL.5407,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5407,TLNBL
CELL.5408,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5408,CP
CELL.5409,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5409,NPTXEX
CELL.5410,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5410,CP
CELL.5411,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5411,VLMC
CELL.5414,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5414,TLNBL
CELL.5415,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5415,SSTIN
CELL.5416,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5416,MPEX
CELL.5418,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5418,MPEX
CELL.5419,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5419,CP
CELL.5420,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5420,VLMC
CELL.5421,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5421,NPTXEX
CELL.5422,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5422,NPTXEX
CELL.5423,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5423,VLMC
CELL.5424,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5424,MPEX
CELL.5425,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5425,WNTEGC
CELL.5426,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5426,MSN
CELL.5427,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5427,MPEX
CELL.5428,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5428,NPTXEX
CELL.5429,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5429,MPEX
CELL.5431,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5431,MSN
CELL.5432,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5432,MSN
CELL.5433,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5433,NPTXEX
CELL.5434,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5434,WNTEGC
CELL.5435,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5435,MPEX
CELL.5436,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5436,MPEX
CELL.5438,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5438,CP
CELL.5439,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5439,MPIN
CELL.5440,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5440,MPEX
CELL.5441,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5441,MSN
CELL.5443,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5443,NPTXEX
CELL.5444,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5444,NPTXEX
CELL.5445,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5445,CP
CELL.5446,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5446,VLMC
CELL.5447,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5447,CP
CELL.5448,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5448,MPEX
CELL.5449,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5449,WNTEGC
CELL.5450,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5450,MSN
CELL.5451,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5451,NPTXEX
CELL.5452,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5452,MSN
CELL.5453,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5453,MPIN
CELL.5456,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5456,SFRPEGC
CELL.5458,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5458,VLMC
CELL.5459,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5459,NPTXEX
CELL.5460,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5460,MPEX
CELL.5461,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5461,SSTIN
CELL.5462,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5462,CP
CELL.5463,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5463,CP
CELL.5464,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5464,NPTXEX
CELL.5465,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5465,TLNBL
CELL.5467,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5467,VLMC
CELL.5468,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5468,MSN
CELL.5470,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5470,VLMC
CELL.5471,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5471,NPTXEX
CELL.5472,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5472,CP
CELL.5473,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5473,NPTXEX
CELL.5474,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5474,VLMC
CELL.5475,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5475,MPIN
CELL.5477,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5477,MSN
CELL.5478,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5478,MPIN
CELL.5479,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5479,CP
CELL.5480,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5480,TLNBL
CELL.5482,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5482,NPTXEX
CELL.5483,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5483,MPEX
CELL.5484,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5484,MPEX
CELL.5485,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5485,CP
CELL.5486,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5486,CP
CELL.5487,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,5487,SCGNIN
CELL.5488,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5488,SFRPEGC
CELL.5489,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5489,MPEX
CELL.5490,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5490,MSN
CELL.5491,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5491,WNTEGC
CELL.5493,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5493,MPEX
CELL.5494,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,5494,CCKIN
