,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.4573,CELL.4573,0,Injury_20DPI_rep1_SS200000147BL_B4,4573,0,2175.0,6107.0,inj,V,MSN,MSN
CELL.4574,CELL.4574,0,Injury_20DPI_rep1_SS200000147BL_B4,4574,0,2168.0,6163.0,inj,V,MSN,MSN
CELL.4575,CELL.4575,2,Injury_20DPI_rep1_SS200000147BL_B4,4575,14,2164.0,7308.0,inj,V,SSTIN,SSTIN
CELL.4577,CELL.4577,1,Injury_20DPI_rep1_SS200000147BL_B4,4577,1,2172.0,6524.0,inj,V,SFRPRGC,SFRPEGC
CELL.4578,CELL.4578,0,Injury_20DPI_rep1_SS200000147BL_B4,4578,6,2180.0,10252.0,uninj,V,OBNBL,OBNBL
CELL.4579,CELL.4579,4,Injury_20DPI_rep1_SS200000147BL_B4,4579,6,2179.0,10786.0,uninj,V,OBNBL,OBNBL
CELL.4581,CELL.4581,4,Injury_20DPI_rep1_SS200000147BL_B4,4581,6,2168.0,5601.0,inj,V,OBNBL,OBNBL
CELL.4582,CELL.4582,4,Injury_20DPI_rep1_SS200000147BL_B4,4582,6,2181.0,5675.0,inj,V,OBNBL,OBNBL
CELL.4583,CELL.4583,2,Injury_20DPI_rep1_SS200000147BL_B4,4583,8,2180.0,9093.0,uninj,V,MPEX,MPEX
CELL.4584,CELL.4584,0,Injury_20DPI_rep1_SS200000147BL_B4,4584,0,2177.0,6146.0,inj,V,MSN,MSN
CELL.4585,CELL.4585,0,Injury_20DPI_rep1_SS200000147BL_B4,4585,0,2183.0,10055.0,uninj,V,MSN,MSN
CELL.4587,CELL.4587,0,Injury_20DPI_rep1_SS200000147BL_B4,4587,0,2181.0,6078.0,inj,V,MSN,MSN
CELL.4588,CELL.4588,2,Injury_20DPI_rep1_SS200000147BL_B4,4588,8,2182.0,6782.0,inj,V,MPEX,MPEX
CELL.4589,CELL.4589,2,Injury_20DPI_rep1_SS200000147BL_B4,4589,8,2179.0,6895.0,inj,V,MPEX,MPEX
CELL.4591,CELL.4591,1,Injury_20DPI_rep1_SS200000147BL_B4,4591,1,2186.0,9748.0,uninj,V,SFRPRGC,SFRPEGC
CELL.4592,CELL.4592,0,Injury_20DPI_rep1_SS200000147BL_B4,4592,0,2173.0,6240.0,inj,V,MSN,MSN
CELL.4593,CELL.4593,1,Injury_20DPI_rep1_SS200000147BL_B4,4593,1,2184.0,6339.0,inj,V,SFRPRGC,SFRPEGC
CELL.4594,CELL.4594,2,Injury_20DPI_rep1_SS200000147BL_B4,4594,2,2180.0,6726.0,inj,V,Immature EX,TLNBL
CELL.4595,CELL.4595,4,Injury_20DPI_rep1_SS200000147BL_B4,4595,6,2190.0,5655.0,inj,V,OBNBL,OBNBL
CELL.4596,CELL.4596,2,Injury_20DPI_rep1_SS200000147BL_B4,4596,8,2173.0,6913.0,inj,V,MPEX,MPEX
CELL.4597,CELL.4597,2,Injury_20DPI_rep1_SS200000147BL_B4,4597,8,2174.0,8297.0,uninj,V,MPEX,MPEX
CELL.4599,CELL.4599,0,Injury_20DPI_rep1_SS200000147BL_B4,4599,0,2187.0,6017.0,inj,V,MSN,MSN
CELL.4601,CELL.4601,4,Injury_20DPI_rep1_SS200000147BL_B4,4601,4,2183.0,10439.0,uninj,V,Immature Neuron-Wound,RIPC4
CELL.4602,CELL.4602,4,Injury_20DPI_rep1_SS200000147BL_B4,4602,6,2187.0,10493.0,uninj,V,OBNBL,OBNBL
CELL.4603,CELL.4603,6,Injury_20DPI_rep1_SS200000147BL_B4,4603,11,2185.0,9699.0,uninj,V,VLMC,VLMC
CELL.4604,CELL.4604,0,Injury_20DPI_rep1_SS200000147BL_B4,4604,0,2188.0,6205.0,inj,V,MSN,MSN
CELL.4605,CELL.4605,2,Injury_20DPI_rep1_SS200000147BL_B4,4605,8,2187.0,8999.0,uninj,V,MPEX,MPEX
CELL.4606,CELL.4606,0,Injury_20DPI_rep1_SS200000147BL_B4,4606,0,2193.0,9913.0,uninj,V,MSN,MSN
CELL.4607,CELL.4607,0,Injury_20DPI_rep1_SS200000147BL_B4,4607,0,2188.0,9939.0,uninj,V,MSN,MSN
CELL.4608,CELL.4608,5,Injury_20DPI_rep1_SS200000147BL_B4,4608,7,2188.0,11226.0,uninj,V,VLMC,VLMC
CELL.4609,CELL.4609,5,Injury_20DPI_rep1_SS200000147BL_B4,4609,7,2189.0,5319.0,inj,V,VLMC,VLMC
CELL.4610,CELL.4610,4,Injury_20DPI_rep1_SS200000147BL_B4,4610,11,2191.0,5700.0,inj,V,VLMC,VLMC
CELL.4612,CELL.4612,2,Injury_20DPI_rep1_SS200000147BL_B4,4612,8,2196.0,7265.0,inj,V,MPEX,MPEX
CELL.4613,CELL.4613,2,Injury_20DPI_rep1_SS200000147BL_B4,4613,8,2180.0,8643.0,uninj,V,MPEX,MPEX
CELL.4614,CELL.4614,1,Injury_20DPI_rep1_SS200000147BL_B4,4614,2,2186.0,9141.0,uninj,V,Immature EX,TLNBL
CELL.4615,CELL.4615,0,Injury_20DPI_rep1_SS200000147BL_B4,4615,0,2184.0,10128.0,uninj,V,MSN,MSN
CELL.4616,CELL.4616,4,Injury_20DPI_rep1_SS200000147BL_B4,4616,6,2193.0,5477.0,inj,V,OBNBL,OBNBL
CELL.4620,CELL.4620,0,Injury_20DPI_rep1_SS200000147BL_B4,4620,0,2190.0,10166.0,uninj,V,MSN,MSN
CELL.4621,CELL.4621,6,Injury_20DPI_rep1_SS200000147BL_B4,4621,11,2189.0,11014.0,uninj,V,VLMC,VLMC
CELL.4622,CELL.4622,2,Injury_20DPI_rep1_SS200000147BL_B4,4622,4,2198.0,7548.0,inj,V,Immature Neuron-Wound,RIPC4
CELL.4623,CELL.4623,5,Injury_20DPI_rep1_SS200000147BL_B4,4623,12,2197.0,4687.0,inj,V,VLMC,VLMC
CELL.4625,CELL.4625,0,Injury_20DPI_rep1_SS200000147BL_B4,4625,0,2193.0,9882.0,uninj,V,MSN,MSN
CELL.4626,CELL.4626,1,Injury_20DPI_rep1_SS200000147BL_B4,4626,10,2190.0,6674.0,inj,V,WNTRGC,WNTEGC
CELL.4627,CELL.4627,2,Injury_20DPI_rep1_SS200000147BL_B4,4627,8,2198.0,8950.0,uninj,V,MPEX,MPEX
CELL.4628,CELL.4628,4,Injury_20DPI_rep1_SS200000147BL_B4,4628,6,2191.0,10716.0,uninj,V,OBNBL,OBNBL
CELL.4629,CELL.4629,0,Injury_20DPI_rep1_SS200000147BL_B4,4629,0,2195.0,6132.0,inj,V,MSN,MSN
CELL.4630,CELL.4630,2,Injury_20DPI_rep1_SS200000147BL_B4,4630,8,2194.0,7222.0,inj,V,MPEX,MPEX
CELL.4631,CELL.4631,0,Injury_20DPI_rep1_SS200000147BL_B4,4631,0,2191.0,10028.0,uninj,V,MSN,MSN
CELL.4632,CELL.4632,1,Injury_20DPI_rep1_SS200000147BL_B4,4632,1,2199.0,9807.0,uninj,V,SFRPRGC,SFRPEGC
CELL.4633,CELL.4633,0,Injury_20DPI_rep1_SS200000147BL_B4,4633,0,2202.0,9997.0,uninj,V,MSN,MSN
CELL.4634,CELL.4634,1,Injury_20DPI_rep1_SS200000147BL_B4,4634,1,2196.0,6457.0,inj,V,SFRPRGC,SFRPEGC
CELL.4635,CELL.4635,2,Injury_20DPI_rep1_SS200000147BL_B4,4635,8,2200.0,6831.0,inj,V,MPEX,MPEX
CELL.4636,CELL.4636,2,Injury_20DPI_rep1_SS200000147BL_B4,4636,8,2206.0,7201.0,inj,V,MPEX,MPEX
CELL.4637,CELL.4637,2,Injury_20DPI_rep1_SS200000147BL_B4,4637,8,2194.0,8319.0,uninj,V,MPEX,MPEX
CELL.4638,CELL.4638,0,Injury_20DPI_rep1_SS200000147BL_B4,4638,13,2200.0,5869.0,inj,V,SCGNIN,SCGNIN
CELL.4639,CELL.4639,3,Injury_20DPI_rep1_SS200000147BL_B4,4639,14,2201.0,7360.0,inj,V,SSTIN,SSTIN
CELL.4640,CELL.4640,1,Injury_20DPI_rep1_SS200000147BL_B4,4640,1,2205.0,6422.0,inj,V,DIPC,TLNBL
CELL.4642,CELL.4642,0,Injury_20DPI_rep1_SS200000147BL_B4,4642,0,2202.0,10066.0,uninj,V,MSN,MSN
CELL.4643,CELL.4643,4,Injury_20DPI_rep1_SS200000147BL_B4,4643,6,2203.0,10299.0,uninj,V,OBNBL,OBNBL
CELL.4644,CELL.4644,5,Injury_20DPI_rep1_SS200000147BL_B4,4644,7,2203.0,10979.0,uninj,V,VLMC,VLMC
CELL.4645,CELL.4645,0,Injury_20DPI_rep1_SS200000147BL_B4,4645,0,2202.0,6170.0,inj,V,MSN,MSN
CELL.4646,CELL.4646,1,Injury_20DPI_rep1_SS200000147BL_B4,4646,1,2197.0,6589.0,inj,V,SFRPRGC,SFRPEGC
CELL.4647,CELL.4647,2,Injury_20DPI_rep1_SS200000147BL_B4,4647,8,2201.0,9090.0,uninj,V,MPEX,MPEX
CELL.4648,CELL.4648,1,Injury_20DPI_rep1_SS200000147BL_B4,4648,10,2198.0,9166.0,uninj,V,WNTRGC,WNTEGC
CELL.4649,CELL.4649,2,Injury_20DPI_rep1_SS200000147BL_B4,4649,8,2204.0,7098.0,inj,V,MPEX,MPEX
CELL.4651,CELL.4651,2,Injury_20DPI_rep1_SS200000147BL_B4,4651,11,2211.0,8372.0,uninj,V,VLMC,VLMC
CELL.4653,CELL.4653,1,Injury_20DPI_rep1_SS200000147BL_B4,4653,10,2206.0,6709.0,inj,V,WNTRGC,WNTEGC
CELL.4655,CELL.4655,0,Injury_20DPI_rep1_SS200000147BL_B4,4655,0,2201.0,9969.0,uninj,V,MSN,MSN
CELL.4656,CELL.4656,2,Injury_20DPI_rep1_SS200000147BL_B4,4656,8,2210.0,7280.0,inj,V,MPEX,MPEX
CELL.4657,CELL.4657,0,Injury_20DPI_rep1_SS200000147BL_B4,4657,0,2203.0,9859.0,uninj,V,MSN,MSN
CELL.4658,CELL.4658,0,Injury_20DPI_rep1_SS200000147BL_B4,4658,0,2203.0,10087.0,uninj,V,MSN,MSN
CELL.4659,CELL.4659,6,Injury_20DPI_rep1_SS200000147BL_B4,4659,12,2203.0,4875.0,inj,V,VLMC,VLMC
CELL.4661,CELL.4661,4,Injury_20DPI_rep1_SS200000147BL_B4,4661,7,2211.0,11189.0,uninj,V,VLMC,VLMC
CELL.4662,CELL.4662,5,Injury_20DPI_rep1_SS200000147BL_B4,4662,7,2209.0,5347.0,inj,V,VLMC,VLMC
CELL.4663,CELL.4663,0,Injury_20DPI_rep1_SS200000147BL_B4,4663,0,2220.0,6241.0,inj,V,MSN,MSN
CELL.4664,CELL.4664,2,Injury_20DPI_rep1_SS200000147BL_B4,4664,8,2202.0,7428.0,inj,V,MPEX,MPEX
CELL.4667,CELL.4667,4,Injury_20DPI_rep1_SS200000147BL_B4,4667,6,2209.0,5828.0,inj,V,OBNBL,OBNBL
CELL.4668,CELL.4668,0,Injury_20DPI_rep1_SS200000147BL_B4,4668,0,2218.0,6022.0,inj,V,MSN,MSN
CELL.4669,CELL.4669,0,Injury_20DPI_rep1_SS200000147BL_B4,4669,0,2215.0,6065.0,inj,V,MSN,MSN
CELL.4670,CELL.4670,6,Injury_20DPI_rep1_SS200000147BL_B4,4670,0,2209.0,10217.0,uninj,V,SCGNIN,SCGNIN
CELL.4671,CELL.4671,4,Injury_20DPI_rep1_SS200000147BL_B4,4671,6,2205.0,10256.0,uninj,V,OBNBL,OBNBL
CELL.4672,CELL.4672,0,Injury_20DPI_rep1_SS200000147BL_B4,4672,6,2211.0,5793.0,inj,V,OBNBL,OBNBL
CELL.4673,CELL.4673,0,Injury_20DPI_rep1_SS200000147BL_B4,4673,0,2207.0,6279.0,inj,V,MSN,MSN
CELL.4674,CELL.4674,2,Injury_20DPI_rep1_SS200000147BL_B4,4674,8,2203.0,8978.0,uninj,V,MPEX,MPEX
CELL.4675,CELL.4675,1,Injury_20DPI_rep1_SS200000147BL_B4,4675,1,2214.0,6337.0,inj,V,DIPC,TLNBL
CELL.4676,CELL.4676,1,Injury_20DPI_rep1_SS200000147BL_B4,4676,1,2223.0,6365.0,inj,V,DIPC,TLNBL
CELL.4677,CELL.4677,0,Injury_20DPI_rep1_SS200000147BL_B4,4677,0,2212.0,10172.0,uninj,V,MSN,MSN
CELL.4678,CELL.4678,5,Injury_20DPI_rep1_SS200000147BL_B4,4678,7,2213.0,11085.0,uninj,V,VLMC,VLMC
CELL.4679,CELL.4679,0,Injury_20DPI_rep1_SS200000147BL_B4,4679,0,2208.0,5992.0,inj,V,MSN,MSN
CELL.4680,CELL.4680,2,Injury_20DPI_rep1_SS200000147BL_B4,4680,2,2202.0,7391.0,inj,V,MPIN,MPIN
CELL.4681,CELL.4681,2,Injury_20DPI_rep1_SS200000147BL_B4,4681,2,2211.0,9133.0,uninj,V,Immature EX,TLNBL
CELL.4682,CELL.4682,0,Injury_20DPI_rep1_SS200000147BL_B4,4682,0,2212.0,9940.0,uninj,V,MSN,MSN
CELL.4683,CELL.4683,4,Injury_20DPI_rep1_SS200000147BL_B4,4683,6,2209.0,10520.0,uninj,V,OBNBL,OBNBL
CELL.4684,CELL.4684,5,Injury_20DPI_rep1_SS200000147BL_B4,4684,7,2215.0,11052.0,uninj,V,VLMC,VLMC
CELL.4686,CELL.4686,1,Injury_20DPI_rep1_SS200000147BL_B4,4686,10,2212.0,6626.0,inj,V,WNTRGC,WNTEGC
CELL.4688,CELL.4688,5,Injury_20DPI_rep1_SS200000147BL_B4,4688,7,2213.0,11211.0,uninj,V,VLMC,VLMC
CELL.4689,CELL.4689,2,Injury_20DPI_rep1_SS200000147BL_B4,4689,8,2216.0,7320.0,inj,V,MPEX,MPEX
CELL.4690,CELL.4690,2,Injury_20DPI_rep1_SS200000147BL_B4,4690,8,2210.0,8814.0,uninj,V,MPEX,MPEX
CELL.4691,CELL.4691,4,Injury_20DPI_rep1_SS200000147BL_B4,4691,7,2213.0,11166.0,uninj,V,VLMC,VLMC
CELL.4692,CELL.4692,1,Injury_20DPI_rep1_SS200000147BL_B4,4692,1,2217.0,6399.0,inj,V,DIPC,TLNBL
CELL.4693,CELL.4693,0,Injury_20DPI_rep1_SS200000147BL_B4,4693,0,2213.0,10047.0,uninj,V,MSN,MSN
CELL.4694,CELL.4694,5,Injury_20DPI_rep1_SS200000147BL_B4,4694,7,2217.0,11238.0,uninj,V,VLMC,VLMC
CELL.4695,CELL.4695,2,Injury_20DPI_rep1_SS200000147BL_B4,4695,8,2216.0,6813.0,inj,V,MPEX,MPEX
CELL.4696,CELL.4696,6,Injury_20DPI_rep1_SS200000147BL_B4,4696,2,2216.0,7374.0,inj,V,MPIN,MPIN
CELL.4697,CELL.4697,0,Injury_20DPI_rep1_SS200000147BL_B4,4697,1,2219.0,9826.0,uninj,V,DIPC,TLNBL
CELL.4698,CELL.4698,5,Injury_20DPI_rep1_SS200000147BL_B4,4698,7,2217.0,5294.0,inj,V,VLMC,VLMC
CELL.4699,CELL.4699,4,Injury_20DPI_rep1_SS200000147BL_B4,4699,11,2216.0,5716.0,inj,V,VLMC,VLMC
CELL.4700,CELL.4700,2,Injury_20DPI_rep1_SS200000147BL_B4,4700,8,2215.0,7115.0,inj,V,MPEX,MPEX
CELL.4701,CELL.4701,4,Injury_20DPI_rep1_SS200000147BL_B4,4701,11,2216.0,5685.0,inj,V,VLMC,VLMC
CELL.4702,CELL.4702,0,Injury_20DPI_rep1_SS200000147BL_B4,4702,0,2222.0,6123.0,inj,V,MSN,MSN
CELL.4705,CELL.4705,5,Injury_20DPI_rep1_SS200000147BL_B4,4705,7,2220.0,11014.0,uninj,V,VLMC,VLMC
CELL.4706,CELL.4706,6,Injury_20DPI_rep1_SS200000147BL_B4,4706,8,2221.0,8412.0,uninj,V,MPEX,MPEX
CELL.4707,CELL.4707,0,Injury_20DPI_rep1_SS200000147BL_B4,4707,0,2225.0,9968.0,uninj,V,MSN,MSN
CELL.4708,CELL.4708,5,Injury_20DPI_rep1_SS200000147BL_B4,4708,12,2219.0,4735.0,inj,V,VLMC,VLMC
CELL.4709,CELL.4709,4,Injury_20DPI_rep1_SS200000147BL_B4,4709,11,2222.0,10397.0,uninj,V,VLMC,VLMC
CELL.4711,CELL.4711,0,Injury_20DPI_rep1_SS200000147BL_B4,4711,6,2235.0,5900.0,inj,V,OBNBL,OBNBL
CELL.4712,CELL.4712,1,Injury_20DPI_rep1_SS200000147BL_B4,4712,1,2215.0,6505.0,inj,V,SFRPRGC,SFRPEGC
CELL.4713,CELL.4713,2,Injury_20DPI_rep1_SS200000147BL_B4,4713,8,2220.0,7220.0,inj,V,MPEX,MPEX
CELL.4715,CELL.4715,0,Injury_20DPI_rep1_SS200000147BL_B4,4715,0,2225.0,9906.0,uninj,V,MSN,MSN
CELL.4716,CELL.4716,0,Injury_20DPI_rep1_SS200000147BL_B4,4716,0,2227.0,10473.0,uninj,V,MSN,MSN
CELL.4718,CELL.4718,4,Injury_20DPI_rep1_SS200000147BL_B4,4718,6,2236.0,5537.0,inj,V,OBNBL,OBNBL
CELL.4719,CELL.4719,0,Injury_20DPI_rep1_SS200000147BL_B4,4719,0,2225.0,6167.0,inj,V,MSN,MSN
CELL.4721,CELL.4721,0,Injury_20DPI_rep1_SS200000147BL_B4,4721,1,2229.0,6306.0,inj,V,DIPC,TLNBL
CELL.4722,CELL.4722,1,Injury_20DPI_rep1_SS200000147BL_B4,4722,1,2230.0,6459.0,inj,V,SFRPRGC,SFRPEGC
CELL.4723,CELL.4723,1,Injury_20DPI_rep1_SS200000147BL_B4,4723,10,2228.0,6648.0,inj,V,WNTRGC,WNTEGC
CELL.4724,CELL.4724,2,Injury_20DPI_rep1_SS200000147BL_B4,4724,8,2227.0,6757.0,inj,V,MPEX,MPEX
CELL.4725,CELL.4725,6,Injury_20DPI_rep1_SS200000147BL_B4,4725,8,2228.0,9038.0,uninj,V,MPEX,MPEX
CELL.4726,CELL.4726,1,Injury_20DPI_rep1_SS200000147BL_B4,4726,10,2226.0,9185.0,uninj,V,WNTRGC,WNTEGC
CELL.4728,CELL.4728,5,Injury_20DPI_rep1_SS200000147BL_B4,4728,7,2230.0,11119.0,uninj,V,VLMC,VLMC
CELL.4729,CELL.4729,0,Injury_20DPI_rep1_SS200000147BL_B4,4729,0,2235.0,10000.0,uninj,V,MSN,MSN
CELL.4730,CELL.4730,5,Injury_20DPI_rep1_SS200000147BL_B4,4730,12,2230.0,4687.0,inj,V,VLMC,VLMC
CELL.4732,CELL.4732,1,Injury_20DPI_rep1_SS200000147BL_B4,4732,1,2225.0,9767.0,uninj,V,SFRPRGC,SFRPEGC
CELL.4733,CELL.4733,0,Injury_20DPI_rep1_SS200000147BL_B4,4733,0,2231.0,10130.0,uninj,V,MSN,MSN
CELL.4734,CELL.4734,4,Injury_20DPI_rep1_SS200000147BL_B4,4734,6,2230.0,10445.0,uninj,V,OBNBL,OBNBL
CELL.4735,CELL.4735,5,Injury_20DPI_rep1_SS200000147BL_B4,4735,7,2236.0,5347.0,inj,V,VLMC,VLMC
CELL.4736,CELL.4736,0,Injury_20DPI_rep1_SS200000147BL_B4,4736,13,2228.0,5856.0,inj,V,SCGNIN,SCGNIN
CELL.4737,CELL.4737,0,Injury_20DPI_rep1_SS200000147BL_B4,4737,0,2227.0,6205.0,inj,V,MSN,MSN
CELL.4738,CELL.4738,0,Injury_20DPI_rep1_SS200000147BL_B4,4738,0,2238.0,10069.0,uninj,V,MSN,MSN
CELL.4739,CELL.4739,0,Injury_20DPI_rep1_SS200000147BL_B4,4739,13,2237.0,10360.0,uninj,V,SCGNIN,SCGNIN
CELL.4740,CELL.4740,5,Injury_20DPI_rep1_SS200000147BL_B4,4740,7,2235.0,11248.0,uninj,V,VLMC,VLMC
CELL.4741,CELL.4741,0,Injury_20DPI_rep1_SS200000147BL_B4,4741,0,2234.0,9936.0,uninj,V,MSN,MSN
CELL.4742,CELL.4742,4,Injury_20DPI_rep1_SS200000147BL_B4,4742,9,2231.0,10304.0,uninj,V,OBNBL,OBNBL
CELL.4743,CELL.4743,2,Injury_20DPI_rep1_SS200000147BL_B4,4743,8,2233.0,7089.0,inj,V,MPEX,MPEX
CELL.4744,CELL.4744,2,Injury_20DPI_rep1_SS200000147BL_B4,4744,8,2231.0,7141.0,inj,V,MPEX,MPEX
CELL.4745,CELL.4745,1,Injury_20DPI_rep1_SS200000147BL_B4,4745,1,2236.0,9799.0,uninj,V,SFRPRGC,SFRPEGC
CELL.4746,CELL.4746,6,Injury_20DPI_rep1_SS200000147BL_B4,4746,12,2236.0,4768.0,inj,V,VLMC,VLMC
CELL.4747,CELL.4747,2,Injury_20DPI_rep1_SS200000147BL_B4,4747,5,2236.0,7540.0,inj,V,NPTXEX,NPTXEX
CELL.4748,CELL.4748,2,Injury_20DPI_rep1_SS200000147BL_B4,4748,8,2239.0,8878.0,uninj,V,MPEX,MPEX
CELL.4749,CELL.4749,5,Injury_20DPI_rep1_SS200000147BL_B4,4749,7,2234.0,10975.0,uninj,V,VLMC,VLMC
CELL.4750,CELL.4750,5,Injury_20DPI_rep1_SS200000147BL_B4,4750,7,2234.0,11221.0,uninj,V,VLMC,VLMC
CELL.4751,CELL.4751,2,Injury_20DPI_rep1_SS200000147BL_B4,4751,8,2237.0,7245.0,inj,V,MPEX,MPEX
CELL.4752,CELL.4752,2,Injury_20DPI_rep1_SS200000147BL_B4,4752,8,2230.0,9090.0,uninj,V,MPEX,MPEX
CELL.4753,CELL.4753,0,Injury_20DPI_rep1_SS200000147BL_B4,4753,0,2227.0,10107.0,uninj,V,MSN,MSN
CELL.4754,CELL.4754,1,Injury_20DPI_rep1_SS200000147BL_B4,4754,10,2240.0,6701.0,inj,V,WNTRGC,WNTEGC
CELL.4755,CELL.4755,6,Injury_20DPI_rep1_SS200000147BL_B4,4755,8,2238.0,6912.0,inj,V,MPEX,MPEX
CELL.4756,CELL.4756,2,Injury_20DPI_rep1_SS200000147BL_B4,4756,8,2244.0,8738.0,uninj,V,MPEX,MPEX
CELL.4758,CELL.4758,1,Injury_20DPI_rep1_SS200000147BL_B4,4758,10,2239.0,6672.0,inj,V,WNTRGC,WNTEGC
CELL.4759,CELL.4759,0,Injury_20DPI_rep1_SS200000147BL_B4,4759,1,2233.0,9841.0,uninj,V,SFRPRGC,SFRPEGC
CELL.4760,CELL.4760,4,Injury_20DPI_rep1_SS200000147BL_B4,4760,6,2231.0,5442.0,inj,V,OBNBL,OBNBL
CELL.4761,CELL.4761,2,Injury_20DPI_rep1_SS200000147BL_B4,4761,12,2241.0,7058.0,inj,V,OLIGO,OLIGO
CELL.4762,CELL.4762,2,Injury_20DPI_rep1_SS200000147BL_B4,4762,8,2242.0,7403.0,inj,V,MPEX,MPEX
CELL.4763,CELL.4763,1,Injury_20DPI_rep1_SS200000147BL_B4,4763,1,2240.0,6592.0,inj,V,DIPC,TLNBL
CELL.4764,CELL.4764,2,Injury_20DPI_rep1_SS200000147BL_B4,4764,2,2239.0,8654.0,uninj,V,MPEX,MPEX
CELL.4765,CELL.4765,4,Injury_20DPI_rep1_SS200000147BL_B4,4765,11,2240.0,5617.0,inj,V,VLMC,VLMC
CELL.4766,CELL.4766,4,Injury_20DPI_rep1_SS200000147BL_B4,4766,6,2239.0,5815.0,inj,V,OBNBL,OBNBL
CELL.4767,CELL.4767,4,Injury_20DPI_rep1_SS200000147BL_B4,4767,11,2245.0,10835.0,uninj,V,VLMC,VLMC
CELL.4768,CELL.4768,5,Injury_20DPI_rep1_SS200000147BL_B4,4768,7,2238.0,11032.0,uninj,V,VLMC,VLMC
CELL.4769,CELL.4769,5,Injury_20DPI_rep1_SS200000147BL_B4,4769,11,2241.0,10907.0,uninj,V,VLMC,VLMC
CELL.4771,CELL.4771,4,Injury_20DPI_rep1_SS200000147BL_B4,4771,6,2244.0,10514.0,uninj,V,OBNBL,OBNBL
CELL.4772,CELL.4772,5,Injury_20DPI_rep1_SS200000147BL_B4,4772,7,2247.0,11194.0,uninj,V,VLMC,VLMC
CELL.4773,CELL.4773,0,Injury_20DPI_rep1_SS200000147BL_B4,4773,0,2240.0,6277.0,inj,V,MSN,MSN
CELL.4774,CELL.4774,0,Injury_20DPI_rep1_SS200000147BL_B4,4774,0,2241.0,9871.0,uninj,V,MSN,MSN
CELL.4775,CELL.4775,0,Injury_20DPI_rep1_SS200000147BL_B4,4775,0,2244.0,6007.0,inj,V,MSN,MSN
CELL.4776,CELL.4776,0,Injury_20DPI_rep1_SS200000147BL_B4,4776,0,2247.0,6147.0,inj,V,MSN,MSN
CELL.4777,CELL.4777,0,Injury_20DPI_rep1_SS200000147BL_B4,4777,0,2249.0,9961.0,uninj,V,MSN,MSN
CELL.4778,CELL.4778,0,Injury_20DPI_rep1_SS200000147BL_B4,4778,11,2248.0,10219.0,uninj,V,VLMC,VLMC
CELL.4779,CELL.4779,0,Injury_20DPI_rep1_SS200000147BL_B4,4779,1,2245.0,6338.0,inj,V,SFRPRGC,SFRPEGC
CELL.4780,CELL.4780,4,Injury_20DPI_rep1_SS200000147BL_B4,4780,6,2255.0,10606.0,uninj,D,OBNBL,OBNBL
CELL.4781,CELL.4781,1,Injury_20DPI_rep1_SS200000147BL_B4,4781,1,2243.0,6416.0,inj,V,DIPC,TLNBL
CELL.4782,CELL.4782,2,Injury_20DPI_rep1_SS200000147BL_B4,4782,8,2248.0,7476.0,inj,V,MPEX,MPEX
CELL.4783,CELL.4783,2,Injury_20DPI_rep1_SS200000147BL_B4,4783,8,2249.0,8985.0,uninj,V,MPEX,MPEX
CELL.4784,CELL.4784,0,Injury_20DPI_rep1_SS200000147BL_B4,4784,13,2251.0,10185.0,uninj,V,SCGNIN,SCGNIN
CELL.4785,CELL.4785,6,Injury_20DPI_rep1_SS200000147BL_B4,4785,6,2250.0,10534.0,uninj,V,OBNBL,OBNBL
CELL.4786,CELL.4786,5,Injury_20DPI_rep1_SS200000147BL_B4,4786,12,2250.0,4753.0,inj,V,OLIGO,OLIGO
CELL.4787,CELL.4787,2,Injury_20DPI_rep1_SS200000147BL_B4,4787,8,2252.0,7101.0,inj,V,MPEX,MPEX
CELL.4788,CELL.4788,6,Injury_20DPI_rep1_SS200000147BL_B4,4788,12,2252.0,7867.0,inj,V,VLMC,VLMC
CELL.4790,CELL.4790,4,Injury_20DPI_rep1_SS200000147BL_B4,4790,6,2250.0,5782.0,inj,V,OBNBL,OBNBL
CELL.4791,CELL.4791,5,Injury_20DPI_rep1_SS200000147BL_B4,4791,11,2259.0,5588.0,inj,V,VLMC,VLMC
CELL.4794,CELL.4794,0,Injury_20DPI_rep1_SS200000147BL_B4,4794,0,2253.0,9904.0,uninj,V,MSN,MSN
CELL.4795,CELL.4795,5,Injury_20DPI_rep1_SS200000147BL_B4,4795,7,2253.0,11154.0,uninj,V,VLMC,VLMC
CELL.4797,CELL.4797,5,Injury_20DPI_rep1_SS200000147BL_B4,4797,7,2259.0,7923.0,uninj,D,VLMC,VLMC
CELL.4801,CELL.4801,0,Injury_20DPI_rep1_SS200000147BL_B4,4801,0,2251.0,6100.0,inj,V,MSN,MSN
CELL.4802,CELL.4802,2,Injury_20DPI_rep1_SS200000147BL_B4,4802,2,2259.0,6746.0,inj,V,Immature EX,TLNBL
CELL.4803,CELL.4803,6,Injury_20DPI_rep1_SS200000147BL_B4,4803,14,2259.0,8461.0,uninj,D,SSTIN,SSTIN
CELL.4804,CELL.4804,2,Injury_20DPI_rep1_SS200000147BL_B4,4804,2,2259.0,9144.0,uninj,D,Immature EX,TLNBL
