,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,inj_M_L,x_center,y_center,Annotation_Final,Annotation_0306
CELL.5296,CELL.5296,0,Injury_15DPI_rep2_FP200000266TR_E2,5296,17,CP,inj,V,NO,2141.0,1316.0,VLMC,VLMC
CELL.5297,CELL.5297,3,Injury_15DPI_rep2_FP200000266TR_E2,5297,3,DMIN,uninj,D,NO,2145.0,5065.0,MSN,MSN
CELL.5298,CELL.5298,0,Injury_15DPI_rep2_FP200000266TR_E2,5298,1,VLMC,uninj,D,NO,2144.0,5841.0,VLMC,VLMC
CELL.5299,CELL.5299,3,Injury_15DPI_rep2_FP200000266TR_E2,5299,3,DMIN,inj,D,inj_D_LP,2140.0,372.0,MSN,MSN
CELL.5300,CELL.5300,2,Injury_15DPI_rep2_FP200000266TR_E2,5300,6,WNTRGC,inj,V,NO,2144.0,1343.0,WNTRGC,WNTEGC
CELL.5301,CELL.5301,2,Injury_15DPI_rep2_FP200000266TR_E2,5301,4,DMIN,inj,D,inj_D_LP,2151.0,805.0,REARGC,REAEGC
CELL.5302,CELL.5302,2,Injury_15DPI_rep2_FP200000266TR_E2,5302,4,SFRP1RGC,inj,D,inj_D_LP,2143.0,981.0,SFRPRGC,SFRPEGC
CELL.5303,CELL.5303,3,Injury_15DPI_rep2_FP200000266TR_E2,5303,3,DMIN,inj,D,inj_D_LP,2144.0,607.0,MSN,MSN
CELL.5304,CELL.5304,4,Injury_15DPI_rep2_FP200000266TR_E2,5304,13,IMC,uninj,D,NO,2149.0,3908.0,Microglia,MCG
CELL.5305,CELL.5305,0,Injury_15DPI_rep2_FP200000266TR_E2,5305,17,CP,inj,D,inj_D_LP,2141.0,1268.0,VLMC,VLMC
CELL.5306,CELL.5306,2,Injury_15DPI_rep2_FP200000266TR_E2,5306,16,REARGC,inj,V,NO,2144.0,1448.0,REARGC,REAEGC
CELL.5307,CELL.5307,0,Injury_15DPI_rep2_FP200000266TR_E2,5307,1,VLMC,uninj,D,NO,2146.0,5818.0,VLMC,VLMC
CELL.5309,CELL.5309,4,Injury_15DPI_rep2_FP200000266TR_E2,5309,0,DPEX,inj,V,NO,2144.0,1690.0,DPEX,DPEX
CELL.5310,CELL.5310,4,Injury_15DPI_rep2_FP200000266TR_E2,5310,0,DPEX,inj,V,NO,2155.0,2011.0,DPEX,DPEX
CELL.5311,CELL.5311,2,Injury_15DPI_rep2_FP200000266TR_E2,5311,6,WNTRGC,uninj,D,NO,2147.0,4064.0,WNTRGC,WNTEGC
CELL.5312,CELL.5312,3,Injury_15DPI_rep2_FP200000266TR_E2,5312,4,SFRP1RGC,uninj,D,NO,2146.0,4815.0,SFRPRGC,SFRPEGC
CELL.5315,CELL.5315,8,Injury_15DPI_rep2_FP200000266TR_E2,5315,7,OBNBL,uninj,D,NO,2156.0,5306.0,OBNBL,OBNBL
CELL.5316,CELL.5316,8,Injury_15DPI_rep2_FP200000266TR_E2,5316,7,OBNBL,uninj,D,NO,2149.0,5391.0,OBNBL,OBNBL
CELL.5317,CELL.5317,8,Injury_15DPI_rep2_FP200000266TR_E2,5317,7,OBNBL,uninj,D,NO,2143.0,5534.0,OBNBL,OBNBL
CELL.5318,CELL.5318,0,Injury_15DPI_rep2_FP200000266TR_E2,5318,17,CP,inj,D,inj_D_LP,2151.0,1252.0,VLMC,VLMC
CELL.5319,CELL.5319,4,Injury_15DPI_rep2_FP200000266TR_E2,5319,0,MPEX,uninj,D,NO,2159.0,3788.0,MPEX,MPEX
CELL.5320,CELL.5320,2,Injury_15DPI_rep2_FP200000266TR_E2,5320,4,SFRP1RGC,inj,D,inj_D_LP,2152.0,913.0,SFRPRGC,SFRPEGC
CELL.5321,CELL.5321,4,Injury_15DPI_rep2_FP200000266TR_E2,5321,0,DPEX,inj,V,NO,2146.0,1511.0,DPEX,DPEX
CELL.5322,CELL.5322,4,Injury_15DPI_rep2_FP200000266TR_E2,5322,0,MPEX,uninj,D,NO,2151.0,3991.0,MPEX,MPEX
CELL.5323,CELL.5323,2,Injury_15DPI_rep2_FP200000266TR_E2,5323,4,SFRP1RGC,uninj,D,NO,2150.0,4778.0,SFRPRGC,SFRPEGC
CELL.5324,CELL.5324,3,Injury_15DPI_rep2_FP200000266TR_E2,5324,10,NPTXEX,inj,D,inj_D_LP,2155.0,434.0,NPTXEX,NPTXEX
CELL.5325,CELL.5325,3,Injury_15DPI_rep2_FP200000266TR_E2,5325,3,DMIN,inj,D,inj_D_LP,2159.0,732.0,REARGC,REAEGC
CELL.5326,CELL.5326,4,Injury_15DPI_rep2_FP200000266TR_E2,5326,0,DPEX,inj,V,NO,2156.0,2113.0,DPEX,DPEX
CELL.5328,CELL.5328,3,Injury_15DPI_rep2_FP200000266TR_E2,5328,3,DMIN,inj,D,inj_D_LP,2152.0,522.0,MSN,MSN
CELL.5329,CELL.5329,4,Injury_15DPI_rep2_FP200000266TR_E2,5329,0,DPEX,inj,V,NO,2138.0,1908.0,DPEX,DPEX
CELL.5330,CELL.5330,2,Injury_15DPI_rep2_FP200000266TR_E2,5330,4,SFRP1RGC,uninj,D,NO,2155.0,4723.0,SFRPRGC,SFRPEGC
CELL.5331,CELL.5331,2,Injury_15DPI_rep2_FP200000266TR_E2,5331,4,SFRP1RGC,inj,D,inj_D_LP,2157.0,936.0,SFRPRGC,SFRPEGC
CELL.5332,CELL.5332,4,Injury_15DPI_rep2_FP200000266TR_E2,5332,0,MPEX,inj,V,NO,2155.0,1831.0,MPEX,MPEX
CELL.5333,CELL.5333,3,Injury_15DPI_rep2_FP200000266TR_E2,5333,14,SCGNIN,inj,D,inj_D_LP,2153.0,312.0,SCGNIN,SCGNIN
CELL.5336,CELL.5336,4,Injury_15DPI_rep2_FP200000266TR_E2,5336,0,DPEX,uninj,D,NO,2161.0,3674.0,DPEX,DPEX
CELL.5337,CELL.5337,3,Injury_15DPI_rep2_FP200000266TR_E2,5337,3,DMIN,uninj,D,NO,2158.0,4943.0,MSN,MSN
CELL.5338,CELL.5338,8,Injury_15DPI_rep2_FP200000266TR_E2,5338,7,OBNBL,uninj,D,NO,2157.0,5237.0,OBNBL,OBNBL
CELL.5339,CELL.5339,0,Injury_15DPI_rep2_FP200000266TR_E2,5339,1,VLMC,inj,D,inj_D_LP,2157.0,34.0,VLMC,VLMC
CELL.5340,CELL.5340,0,Injury_15DPI_rep2_FP200000266TR_E2,5340,1,VLMC,inj,D,inj_D_LP,2157.0,58.0,VLMC,VLMC
CELL.5341,CELL.5341,3,Injury_15DPI_rep2_FP200000266TR_E2,5341,3,DMIN,inj,D,inj_D_LP,2157.0,404.0,MSN,MSN
CELL.5342,CELL.5342,2,Injury_15DPI_rep2_FP200000266TR_E2,5342,4,SFRP1RGC,inj,D,inj_D_LP,2160.0,864.0,SFRPRGC,SFRPEGC
CELL.5343,CELL.5343,12,Injury_15DPI_rep2_FP200000266TR_E2,5343,6,WNTRGC,inj,D,inj_D_MP,2158.0,1400.0,WNTRGC,WNTEGC
CELL.5345,CELL.5345,4,Injury_15DPI_rep2_FP200000266TR_E2,5345,0,MPEX,uninj,D,NO,2166.0,3851.0,MPEX,MPEX
CELL.5346,CELL.5346,3,Injury_15DPI_rep2_FP200000266TR_E2,5346,3,DMIN,inj,D,inj_D_LP,2159.0,353.0,MSN,MSN
CELL.5347,CELL.5347,4,Injury_15DPI_rep2_FP200000266TR_E2,5347,0,MPEX,uninj,V,NO,2158.0,3504.0,MPEX,MPEX
CELL.5348,CELL.5348,3,Injury_15DPI_rep2_FP200000266TR_E2,5348,3,DMIN,uninj,D,NO,2161.0,4997.0,MSN,MSN
CELL.5349,CELL.5349,0,Injury_15DPI_rep2_FP200000266TR_E2,5349,1,VLMC,uninj,D,NO,2153.0,5865.0,VLMC,VLMC
CELL.5350,CELL.5350,3,Injury_15DPI_rep2_FP200000266TR_E2,5350,3,DMIN,inj,D,inj_D_LP,2159.0,773.0,MSN,MSN
CELL.5351,CELL.5351,2,Injury_15DPI_rep2_FP200000266TR_E2,5351,4,IMC,inj,D,inj_D_LP,2154.0,833.0,Microglia,MCG
CELL.5352,CELL.5352,3,Injury_15DPI_rep2_FP200000266TR_E2,5352,3,DMIN,inj,D,inj_D_LP,2162.0,283.0,MSN,MSN
CELL.5353,CELL.5353,3,Injury_15DPI_rep2_FP200000266TR_E2,5353,3,DMIN,uninj,D,NO,2163.0,5097.0,MSN,MSN
CELL.5355,CELL.5355,8,Injury_15DPI_rep2_FP200000266TR_E2,5355,7,OBNBL,uninj,D,NO,2166.0,5193.0,OBNBL,OBNBL
CELL.5356,CELL.5356,3,Injury_15DPI_rep2_FP200000266TR_E2,5356,14,SCGNIN,uninj,D,NO,2159.0,4910.0,SCGNIN,SCGNIN
CELL.5357,CELL.5357,3,Injury_15DPI_rep2_FP200000266TR_E2,5357,3,DMIN,inj,D,inj_D_LP,2167.0,642.0,MSN,MSN
CELL.5358,CELL.5358,3,Injury_15DPI_rep2_FP200000266TR_E2,5358,3,DMIN,uninj,D,NO,2164.0,4856.0,MSN,MSN
CELL.5360,CELL.5360,2,Injury_15DPI_rep2_FP200000266TR_E2,5360,4,SFRP1RGC,inj,D,inj_D_LP,2160.0,1031.0,SFRPRGC,SFRPEGC
CELL.5361,CELL.5361,2,Injury_15DPI_rep2_FP200000266TR_E2,5361,3,Unknown,inj,D,inj_D_LP,2163.0,1167.0,VLMC,VLMC
CELL.5362,CELL.5362,8,Injury_15DPI_rep2_FP200000266TR_E2,5362,7,OBNBL,uninj,D,NO,2153.0,5335.0,OBNBL,OBNBL
CELL.5363,CELL.5363,8,Injury_15DPI_rep2_FP200000266TR_E2,5363,7,OBNBL,inj,D,inj_D_LP,2165.0,205.0,OBNBL,OBNBL
CELL.5364,CELL.5364,2,Injury_15DPI_rep2_FP200000266TR_E2,5364,3,DMIN,inj,D,inj_D_LP,2157.0,1080.0,MSN,MSN
CELL.5365,CELL.5365,4,Injury_15DPI_rep2_FP200000266TR_E2,5365,0,MPEX,inj,V,NO,2154.0,1560.0,MPEX,MPEX
CELL.5366,CELL.5366,4,Injury_15DPI_rep2_FP200000266TR_E2,5366,0,DPEX,uninj,V,NO,2164.0,3535.0,DPEX,DPEX
CELL.5367,CELL.5367,3,Injury_15DPI_rep2_FP200000266TR_E2,5367,3,DMIN,uninj,D,NO,2160.0,4833.0,MSN,MSN
CELL.5368,CELL.5368,3,Injury_15DPI_rep2_FP200000266TR_E2,5368,14,SCGNIN,inj,D,inj_D_LP,2160.0,455.0,SCGNIN,SCGNIN
CELL.5369,CELL.5369,11,Injury_15DPI_rep2_FP200000266TR_E2,5369,2,CMPN,uninj,V,NO,2166.0,2986.0,OLIGO,OLIGO
CELL.5370,CELL.5370,0,Injury_15DPI_rep2_FP200000266TR_E2,5370,1,VLMC,inj,D,inj_D_LP,2170.0,78.0,VLMC,VLMC
CELL.5371,CELL.5371,0,Injury_15DPI_rep2_FP200000266TR_E2,5371,1,VLMC,uninj,D,NO,2163.0,4501.0,VLMC,VLMC
CELL.5372,CELL.5372,1,Injury_15DPI_rep2_FP200000266TR_E2,5372,2,CMPN,inj,D,inj_D_LP,2167.0,230.0,CMPN,CMPN
CELL.5373,CELL.5373,4,Injury_15DPI_rep2_FP200000266TR_E2,5373,0,DPEX,uninj,V,NO,2167.0,3465.0,DPEX,DPEX
CELL.5374,CELL.5374,0,Injury_15DPI_rep2_FP200000266TR_E2,5374,1,VLMC,uninj,D,NO,2167.0,5833.0,VLMC,VLMC
CELL.5375,CELL.5375,2,Injury_15DPI_rep2_FP200000266TR_E2,5375,4,SFRP1RGC,inj,D,inj_D_LP,2162.0,955.0,SFRPRGC,SFRPEGC
CELL.5376,CELL.5376,12,Injury_15DPI_rep2_FP200000266TR_E2,5376,16,REARGC,inj,D,inj_D_MP,2169.0,1459.0,REARGC,REAEGC
CELL.5377,CELL.5377,4,Injury_15DPI_rep2_FP200000266TR_E2,5377,0,MPEX,inj,V,NO,2167.0,1767.0,MPEX,MPEX
CELL.5378,CELL.5378,4,Injury_15DPI_rep2_FP200000266TR_E2,5378,0,MPEX,uninj,D,NO,2164.0,3882.0,MPEX,MPEX
CELL.5379,CELL.5379,2,Injury_15DPI_rep2_FP200000266TR_E2,5379,6,WNTRGC,inj,D,inj_D_MP,2167.0,1350.0,WNTRGC,WNTEGC
CELL.5381,CELL.5381,2,Injury_15DPI_rep2_FP200000266TR_E2,5381,6,WNTRGC,uninj,D,NO,2164.0,4088.0,WNTRGC,WNTEGC
CELL.5382,CELL.5382,2,Injury_15DPI_rep2_FP200000266TR_E2,5382,4,SFRP1RGC,uninj,D,NO,2164.0,4753.0,SFRPRGC,SFRPEGC
CELL.5383,CELL.5383,3,Injury_15DPI_rep2_FP200000266TR_E2,5383,3,DMIN,uninj,D,NO,2174.0,4819.0,MSN,MSN
CELL.5384,CELL.5384,11,Injury_15DPI_rep2_FP200000266TR_E2,5384,0,DPEX,uninj,V,NO,2174.0,3390.0,DPEX,DPEX
CELL.5385,CELL.5385,2,Injury_15DPI_rep2_FP200000266TR_E2,5385,4,SFRP1RGC,inj,D,inj_D_LP,2172.0,891.0,SFRPRGC,SFRPEGC
CELL.5386,CELL.5386,11,Injury_15DPI_rep2_FP200000266TR_E2,5386,0,DPEX,uninj,V,NO,2169.0,3211.0,DPEX,DPEX
CELL.5387,CELL.5387,3,Injury_15DPI_rep2_FP200000266TR_E2,5387,3,DMIN,inj,D,inj_D_LP,2169.0,481.0,MSN,MSN
CELL.5388,CELL.5388,3,Injury_15DPI_rep2_FP200000266TR_E2,5388,3,DMIN,inj,D,inj_D_LP,2170.0,604.0,MSN,MSN
CELL.5389,CELL.5389,11,Injury_15DPI_rep2_FP200000266TR_E2,5389,1,VLMC,uninj,D,NO,2169.0,4383.0,VLMC,VLMC
CELL.5390,CELL.5390,8,Injury_15DPI_rep2_FP200000266TR_E2,5390,7,OBNBL,uninj,D,NO,2167.0,5285.0,OBNBL,OBNBL
CELL.5391,CELL.5391,4,Injury_15DPI_rep2_FP200000266TR_E2,5391,0,MPEX,uninj,D,NO,2172.0,3979.0,MPEX,MPEX
CELL.5392,CELL.5392,4,Injury_15DPI_rep2_FP200000266TR_E2,5392,0,MPEX,uninj,D,NO,2173.0,4008.0,MPEX,MPEX
CELL.5394,CELL.5394,3,Injury_15DPI_rep2_FP200000266TR_E2,5394,3,DMIN,inj,D,inj_D_LP,2170.0,703.0,MSN,MSN
CELL.5395,CELL.5395,12,Injury_15DPI_rep2_FP200000266TR_E2,5395,16,REARGC,inj,D,inj_D_MP,2172.0,1483.0,REARGC,REAEGC
CELL.5396,CELL.5396,4,Injury_15DPI_rep2_FP200000266TR_E2,5396,0,IMC,uninj,V,NO,2176.0,3275.0,DPEX,DPEX
CELL.5397,CELL.5397,4,Injury_15DPI_rep2_FP200000266TR_E2,5397,0,MPEX,uninj,D,NO,2184.0,3732.0,MPEX,MPEX
CELL.5398,CELL.5398,0,Injury_15DPI_rep2_FP200000266TR_E2,5398,1,VLMC,uninj,D,NO,2173.0,5790.0,VLMC,VLMC
CELL.5399,CELL.5399,3,Injury_15DPI_rep2_FP200000266TR_E2,5399,3,DMIN,inj,D,inj_D_LP,2178.0,681.0,MSN,MSN
CELL.5401,CELL.5401,4,Injury_15DPI_rep2_FP200000266TR_E2,5401,0,MPEX,inj,V,NO,2183.0,1846.0,MPEX,MPEX
CELL.5402,CELL.5402,3,Injury_15DPI_rep2_FP200000266TR_E2,5402,7,OBNBL,uninj,D,NO,2174.0,5021.0,OBNBL,OBNBL
CELL.5403,CELL.5403,3,Injury_15DPI_rep2_FP200000266TR_E2,5403,3,DMIN,inj,D,inj_D_LP,2162.0,259.0,MSN,MSN
CELL.5404,CELL.5404,2,Injury_15DPI_rep2_FP200000266TR_E2,5404,4,SFRP1RGC,inj,D,inj_D_LP,2172.0,996.0,SFRPRGC,SFRPEGC
CELL.5405,CELL.5405,3,Injury_15DPI_rep2_FP200000266TR_E2,5405,3,DMIN,uninj,D,NO,2174.0,4963.0,MSN,MSN
CELL.5406,CELL.5406,4,Injury_15DPI_rep2_FP200000266TR_E2,5406,3,Unknown,inj,V,NO,2178.0,2182.0,VLMC,VLMC
CELL.5407,CELL.5407,2,Injury_15DPI_rep2_FP200000266TR_E2,5407,6,WNTRGC,uninj,D,NO,2173.0,4056.0,WNTRGC,WNTEGC
CELL.5409,CELL.5409,4,Injury_15DPI_rep2_FP200000266TR_E2,5409,0,MPEX,inj,V,NO,2177.0,1619.0,MPEX,MPEX
CELL.5411,CELL.5411,3,Injury_15DPI_rep2_FP200000266TR_E2,5411,14,SCGNIN,inj,D,inj_D_LP,2178.0,332.0,SCGNIN,SCGNIN
CELL.5412,CELL.5412,12,Injury_15DPI_rep2_FP200000266TR_E2,5412,16,REARGC,inj,D,inj_D_MP,2179.0,1439.0,REARGC,REAEGC
CELL.5413,CELL.5413,3,Injury_15DPI_rep2_FP200000266TR_E2,5413,3,DMIN,uninj,D,NO,2174.0,4888.0,MSN,MSN
CELL.5414,CELL.5414,8,Injury_15DPI_rep2_FP200000266TR_E2,5414,7,OBNBL,uninj,D,NO,2183.0,5401.0,OBNBL,OBNBL
CELL.5415,CELL.5415,3,Injury_15DPI_rep2_FP200000266TR_E2,5415,3,DMIN,inj,D,inj_D_LP,2180.0,383.0,MSN,MSN
CELL.5416,CELL.5416,2,Injury_15DPI_rep2_FP200000266TR_E2,5416,4,IMC,inj,D,inj_D_LP,2182.0,831.0,Microglia,MCG
CELL.5417,CELL.5417,1,Injury_15DPI_rep2_FP200000266TR_E2,5417,1,CP,inj,D,inj_D_LP,2182.0,1170.0,VLMC,VLMC
CELL.5418,CELL.5418,4,Injury_15DPI_rep2_FP200000266TR_E2,5418,13,IMC,uninj,D,NO,2179.0,3921.0,Microglia,MCG
CELL.5419,CELL.5419,0,Injury_15DPI_rep2_FP200000266TR_E2,5419,9,VLMC,uninj,V,NO,2183.0,2911.0,VLMC,VLMC
CELL.5420,CELL.5420,3,Injury_15DPI_rep2_FP200000266TR_E2,5420,3,DMIN,inj,D,inj_D_LP,2182.0,766.0,MSN,MSN
CELL.5421,CELL.5421,4,Injury_15DPI_rep2_FP200000266TR_E2,5421,0,DPEX,inj,V,NO,2181.0,2205.0,DPEX,DPEX
CELL.5422,CELL.5422,3,Injury_15DPI_rep2_FP200000266TR_E2,5422,3,DMIN,uninj,D,NO,2179.0,5066.0,MSN,MSN
CELL.5423,CELL.5423,3,Injury_15DPI_rep2_FP200000266TR_E2,5423,15,NBL,uninj,D,NO,2182.0,5173.0,NTNG1EX,NTNG1EX
CELL.5424,CELL.5424,12,Injury_15DPI_rep2_FP200000266TR_E2,5424,16,REARGC,inj,D,inj_D_MP,2179.0,1415.0,REARGC,REAEGC
CELL.5427,CELL.5427,3,Injury_15DPI_rep2_FP200000266TR_E2,5427,14,SCGNIN,inj,D,inj_D_LP,2182.0,449.0,SCGNIN,SCGNIN
CELL.5428,CELL.5428,3,Injury_15DPI_rep2_FP200000266TR_E2,5428,3,DMIN,inj,D,inj_D_LP,2185.0,556.0,MSN,MSN
CELL.5429,CELL.5429,3,Injury_15DPI_rep2_FP200000266TR_E2,5429,3,DMIN,inj,D,inj_D_LP,2185.0,798.0,MSN,MSN
CELL.5430,CELL.5430,4,Injury_15DPI_rep2_FP200000266TR_E2,5430,8,SSTIN,inj,V,NO,2188.0,2457.0,SSTIN,SSTIN
CELL.5431,CELL.5431,4,Injury_15DPI_rep2_FP200000266TR_E2,5431,0,DPEX,uninj,D,NO,2190.0,3610.0,MPEX,MPEX
CELL.5432,CELL.5432,4,Injury_15DPI_rep2_FP200000266TR_E2,5432,0,MPEX,uninj,D,NO,2181.0,3706.0,MPEX,MPEX
CELL.5433,CELL.5433,3,Injury_15DPI_rep2_FP200000266TR_E2,5433,3,DMIN,uninj,D,NO,2181.0,5118.0,MSN,MSN
CELL.5434,CELL.5434,2,Injury_15DPI_rep2_FP200000266TR_E2,5434,4,SFRP1RGC,inj,D,inj_D_LP,2183.0,968.0,SFRPRGC,SFRPEGC
CELL.5435,CELL.5435,4,Injury_15DPI_rep2_FP200000266TR_E2,5435,18,OLIGO,uninj,V,NO,2185.0,3064.0,OLIGO,OLIGO
CELL.5436,CELL.5436,3,Injury_15DPI_rep2_FP200000266TR_E2,5436,3,DMIN,uninj,D,NO,2186.0,5086.0,MSN,MSN
CELL.5437,CELL.5437,8,Injury_15DPI_rep2_FP200000266TR_E2,5437,7,OBNBL,uninj,D,NO,2187.0,5355.0,OBNBL,OBNBL
CELL.5438,CELL.5438,12,Injury_15DPI_rep2_FP200000266TR_E2,5438,16,REARGC,inj,D,inj_D_MP,2185.0,1505.0,REARGC,REAEGC
CELL.5439,CELL.5439,0,Injury_15DPI_rep2_FP200000266TR_E2,5439,1,VLMC,uninj,D,NO,2187.0,4363.0,VLMC,VLMC
CELL.5440,CELL.5440,3,Injury_15DPI_rep2_FP200000266TR_E2,5440,3,DMIN,inj,D,inj_D_LP,2183.0,363.0,MSN,MSN
CELL.5441,CELL.5441,3,Injury_15DPI_rep2_FP200000266TR_E2,5441,3,DMIN,inj,D,inj_D_LP,2185.0,733.0,MSN,MSN
CELL.5442,CELL.5442,8,Injury_15DPI_rep2_FP200000266TR_E2,5442,7,OBNBL,uninj,D,NO,2184.0,5257.0,OBNBL,OBNBL
CELL.5443,CELL.5443,2,Injury_15DPI_rep2_FP200000266TR_E2,5443,4,SFRP1RGC,uninj,D,NO,2198.0,4777.0,SFRPRGC,SFRPEGC
CELL.5444,CELL.5444,3,Injury_15DPI_rep2_FP200000266TR_E2,5444,3,DMIN,inj,D,inj_D_LP,2185.0,585.0,MSN,MSN
CELL.5445,CELL.5445,12,Injury_15DPI_rep2_FP200000266TR_E2,5445,16,REARGC,inj,D,inj_D_MP,2186.0,1387.0,REARGC,REAEGC
CELL.5446,CELL.5446,3,Injury_15DPI_rep2_FP200000266TR_E2,5446,3,DMIN,uninj,D,NO,2188.0,4920.0,MSN,MSN
CELL.5447,CELL.5447,3,Injury_15DPI_rep2_FP200000266TR_E2,5447,10,NPTXEX,uninj,D,NO,2189.0,5043.0,NPTXEX,NPTXEX
CELL.5448,CELL.5448,3,Injury_15DPI_rep2_FP200000266TR_E2,5448,3,DMIN,inj,D,inj_D_LP,2190.0,307.0,MSN,MSN
CELL.5449,CELL.5449,4,Injury_15DPI_rep2_FP200000266TR_E2,5449,0,MPEX,uninj,D,NO,2188.0,3875.0,MPEX,MPEX
CELL.5450,CELL.5450,4,Injury_15DPI_rep2_FP200000266TR_E2,5450,0,MPEX,inj,D,inj_D_MP,2196.0,1570.0,MPEX,MPEX
CELL.5453,CELL.5453,2,Injury_15DPI_rep2_FP200000266TR_E2,5453,4,SFRP1RGC,inj,D,inj_D_LP,2196.0,866.0,SFRPRGC,SFRPEGC
CELL.5455,CELL.5455,0,Injury_15DPI_rep2_FP200000266TR_E2,5455,1,VLMC,inj,D,inj_D_LP,2194.0,47.0,VLMC,VLMC
CELL.5456,CELL.5456,2,Injury_15DPI_rep2_FP200000266TR_E2,5456,4,SFRP1RGC,inj,D,inj_D_LP,2188.0,929.0,SFRPRGC,SFRPEGC
CELL.5458,CELL.5458,4,Injury_15DPI_rep2_FP200000266TR_E2,5458,0,MPEX,inj,V,NO,2192.0,1920.0,MPEX,MPEX
CELL.5459,CELL.5459,8,Injury_15DPI_rep2_FP200000266TR_E2,5459,7,OBNBL,uninj,D,NO,2191.0,5322.0,OBNBL,OBNBL
CELL.5460,CELL.5460,4,Injury_15DPI_rep2_FP200000266TR_E2,5460,0,MPEX,inj,V,NO,2193.0,1645.0,MPEX,MPEX
CELL.5462,CELL.5462,4,Injury_15DPI_rep2_FP200000266TR_E2,5462,0,DPEX,uninj,D,NO,2193.0,3982.0,DPEX,DPEX
CELL.5463,CELL.5463,3,Injury_15DPI_rep2_FP200000266TR_E2,5463,3,DMIN,uninj,D,NO,2193.0,4858.0,MSN,MSN
CELL.5464,CELL.5464,3,Injury_15DPI_rep2_FP200000266TR_E2,5464,14,SCGNIN,inj,D,inj_D_LP,2192.0,413.0,SCGNIN,SCGNIN
CELL.5465,CELL.5465,2,Injury_15DPI_rep2_FP200000266TR_E2,5465,4,SFRP1RGC,inj,D,inj_D_LP,2194.0,991.0,SFRPRGC,SFRPEGC
CELL.5466,CELL.5466,4,Injury_15DPI_rep2_FP200000266TR_E2,5466,0,MPEX,uninj,D,NO,2198.0,3549.0,MPEX,MPEX
CELL.5467,CELL.5467,4,Injury_15DPI_rep2_FP200000266TR_E2,5467,0,DPEX,uninj,D,NO,2204.0,3787.0,DPEX,DPEX
CELL.5468,CELL.5468,3,Injury_15DPI_rep2_FP200000266TR_E2,5468,3,DMIN,uninj,D,NO,2185.0,4976.0,MSN,MSN
CELL.5469,CELL.5469,3,Injury_15DPI_rep2_FP200000266TR_E2,5469,3,DMIN,inj,D,inj_D_LP,2194.0,516.0,MSN,MSN
CELL.5470,CELL.5470,4,Injury_15DPI_rep2_FP200000266TR_E2,5470,15,NBL,uninj,V,NO,2198.0,3307.0,NTNG1EX,NTNG1EX
CELL.5471,CELL.5471,2,Injury_15DPI_rep2_FP200000266TR_E2,5471,4,SFRP1RGC,uninj,D,NO,2200.0,4734.0,SFRPRGC,SFRPEGC
CELL.5472,CELL.5472,3,Injury_15DPI_rep2_FP200000266TR_E2,5472,3,DMIN,uninj,D,NO,2202.0,5108.0,MSN,MSN
CELL.5473,CELL.5473,8,Injury_15DPI_rep2_FP200000266TR_E2,5473,7,OBNBL,uninj,D,NO,2185.0,5514.0,OBNBL,OBNBL
CELL.5475,CELL.5475,2,Injury_15DPI_rep2_FP200000266TR_E2,5475,13,IMC,inj,D,inj_D_LP,2206.0,824.0,Microglia,MCG
CELL.5476,CELL.5476,2,Injury_15DPI_rep2_FP200000266TR_E2,5476,4,SFRP1RGC,inj,D,inj_D_LP,2203.0,948.0,SFRPRGC,SFRPEGC
CELL.5477,CELL.5477,4,Injury_15DPI_rep2_FP200000266TR_E2,5477,0,DPEX,inj,V,NO,2196.0,2085.0,DPEX,DPEX
CELL.5478,CELL.5478,0,Injury_15DPI_rep2_FP200000266TR_E2,5478,13,IMC,uninj,V,NO,2200.0,3030.0,Microglia,MCG
CELL.5479,CELL.5479,8,Injury_15DPI_rep2_FP200000266TR_E2,5479,7,OBNBL,uninj,D,NO,2185.0,5218.0,OBNBL,OBNBL
CELL.5480,CELL.5480,3,Injury_15DPI_rep2_FP200000266TR_E2,5480,3,DMIN,inj,D,inj_D_LP,2205.0,493.0,MSN,MSN
CELL.5481,CELL.5481,3,Injury_15DPI_rep2_FP200000266TR_E2,5481,3,DMIN,inj,D,inj_D_LP,2203.0,655.0,MSN,MSN
CELL.5483,CELL.5483,3,Injury_15DPI_rep2_FP200000266TR_E2,5483,3,DMIN,uninj,D,NO,2197.0,5002.0,MSN,MSN
CELL.5484,CELL.5484,4,Injury_15DPI_rep2_FP200000266TR_E2,5484,0,DPEX,inj,D,inj_D_MP,2200.0,1622.0,DPEX,DPEX
CELL.5485,CELL.5485,11,Injury_15DPI_rep2_FP200000266TR_E2,5485,1,VLMC,uninj,D,NO,2204.0,4174.0,VLMC,VLMC
CELL.5486,CELL.5486,3,Injury_15DPI_rep2_FP200000266TR_E2,5486,3,DMIN,inj,D,inj_D_LP,2202.0,619.0,MSN,MSN
CELL.5487,CELL.5487,4,Injury_15DPI_rep2_FP200000266TR_E2,5487,0,MPEX,inj,V,NO,2215.0,1753.0,MPEX,MPEX
CELL.5489,CELL.5489,3,Injury_15DPI_rep2_FP200000266TR_E2,5489,3,DMIN,uninj,D,NO,2207.0,5076.0,MSN,MSN
