,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.4489,CELL.4489,3,Injury_2DPI_rep1_SS200000147BL_D5,4489,6,8267.0,1609.0,uninj,D,NO,SSTIN,SSTIN
CELL.4490,CELL.4490,3,Injury_2DPI_rep1_SS200000147BL_D5,4490,6,8261.0,3234.0,uninj,V,NO,MPIN,MPIN
CELL.4491,CELL.4491,3,Injury_2DPI_rep1_SS200000147BL_D5,4491,6,8265.0,1834.0,uninj,D,NO,SSTIN,SSTIN
CELL.4492,CELL.4492,7,Injury_2DPI_rep1_SS200000147BL_D5,4492,1,8265.0,2096.0,uninj,D,NO,DPEX,DPEX
CELL.4493,CELL.4493,7,Injury_2DPI_rep1_SS200000147BL_D5,4493,6,8262.0,2773.0,uninj,D,NO,MPIN,MPIN
CELL.4494,CELL.4494,3,Injury_2DPI_rep1_SS200000147BL_D5,4494,1,8268.0,2909.0,uninj,D,NO,DPEX,DPEX
CELL.4495,CELL.4495,6,Injury_2DPI_rep1_SS200000147BL_D5,4495,3,8267.0,4319.0,uninj,V,NO,NPTXEX,NPTXEX
CELL.4496,CELL.4496,7,Injury_2DPI_rep1_SS200000147BL_D5,4496,1,8267.0,2222.0,uninj,D,NO,DPEX,DPEX
CELL.4497,CELL.4497,7,Injury_2DPI_rep1_SS200000147BL_D5,4497,6,8267.0,2251.0,uninj,D,NO,MPIN,MPIN
CELL.4498,CELL.4498,7,Injury_2DPI_rep1_SS200000147BL_D5,4498,1,8267.0,2280.0,uninj,D,NO,DPEX,DPEX
CELL.4499,CELL.4499,6,Injury_2DPI_rep1_SS200000147BL_D5,4499,6,8268.0,4258.0,uninj,V,NO,SSTIN,SSTIN
CELL.4500,CELL.4500,7,Injury_2DPI_rep1_SS200000147BL_D5,4500,1,8266.0,2352.0,uninj,D,NO,DPEX,DPEX
CELL.4502,CELL.4502,7,Injury_2DPI_rep1_SS200000147BL_D5,4502,6,8273.0,1695.0,uninj,D,NO,SSTIN,SSTIN
CELL.4503,CELL.4503,3,Injury_2DPI_rep1_SS200000147BL_D5,4503,6,8268.0,3143.0,uninj,D,NO,SSTIN,SSTIN
CELL.4504,CELL.4504,0,Injury_2DPI_rep1_SS200000147BL_D5,4504,9,8270.0,1236.0,uninj,D,NO,VLMC,VLMC
CELL.4505,CELL.4505,7,Injury_2DPI_rep1_SS200000147BL_D5,4505,1,8270.0,1969.0,uninj,D,NO,DPEX,DPEX
CELL.4506,CELL.4506,0,Injury_2DPI_rep1_SS200000147BL_D5,4506,11,8269.0,4584.0,uninj,V,NO,MSN,MSN
CELL.4507,CELL.4507,7,Injury_2DPI_rep1_SS200000147BL_D5,4507,1,8275.0,1934.0,uninj,D,NO,DPEX,DPEX
CELL.4508,CELL.4508,7,Injury_2DPI_rep1_SS200000147BL_D5,4508,1,8275.0,2014.0,uninj,D,NO,DPEX,DPEX
CELL.4509,CELL.4509,6,Injury_2DPI_rep1_SS200000147BL_D5,4509,4,8272.0,4405.0,uninj,V,NO,CMPN,CMPN
CELL.4510,CELL.4510,7,Injury_2DPI_rep1_SS200000147BL_D5,4510,6,8274.0,1787.0,uninj,D,NO,SSTIN,SSTIN
CELL.4511,CELL.4511,7,Injury_2DPI_rep1_SS200000147BL_D5,4511,1,8276.0,2549.0,uninj,D,NO,DPEX,DPEX
CELL.4512,CELL.4512,7,Injury_2DPI_rep1_SS200000147BL_D5,4512,1,8271.0,2608.0,uninj,D,NO,DPEX,DPEX
CELL.4513,CELL.4513,3,Injury_2DPI_rep1_SS200000147BL_D5,4513,1,8273.0,3297.0,uninj,V,NO,MPEX,MPEX
CELL.4514,CELL.4514,7,Injury_2DPI_rep1_SS200000147BL_D5,4514,1,8273.0,2879.0,uninj,D,NO,MPEX,MPEX
CELL.4515,CELL.4515,0,Injury_2DPI_rep1_SS200000147BL_D5,4515,1,8275.0,3586.0,uninj,V,NO,DPEX,DPEX
CELL.4516,CELL.4516,6,Injury_2DPI_rep1_SS200000147BL_D5,4516,3,8285.0,4281.0,uninj,V,NO,NPTXEX,NPTXEX
CELL.4518,CELL.4518,7,Injury_2DPI_rep1_SS200000147BL_D5,4518,1,8280.0,2671.0,uninj,D,NO,DPEX,DPEX
CELL.4519,CELL.4519,3,Injury_2DPI_rep1_SS200000147BL_D5,4519,1,8272.0,2701.0,uninj,D,NO,DPEX,DPEX
CELL.4520,CELL.4520,7,Injury_2DPI_rep1_SS200000147BL_D5,4520,1,8277.0,2388.0,uninj,D,NO,DPEX,DPEX
CELL.4521,CELL.4521,3,Injury_2DPI_rep1_SS200000147BL_D5,4521,3,8282.0,1649.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.4522,CELL.4522,7,Injury_2DPI_rep1_SS200000147BL_D5,4522,1,8284.0,2309.0,uninj,D,NO,DPEX,DPEX
CELL.4525,CELL.4525,3,Injury_2DPI_rep1_SS200000147BL_D5,4525,6,8285.0,3862.0,uninj,V,NO,MPIN,MPIN
CELL.4527,CELL.4527,7,Injury_2DPI_rep1_SS200000147BL_D5,4527,1,8285.0,2130.0,uninj,D,NO,DPEX,DPEX
CELL.4528,CELL.4528,7,Injury_2DPI_rep1_SS200000147BL_D5,4528,6,8287.0,2440.0,uninj,D,NO,SSTIN,SSTIN
CELL.4529,CELL.4529,3,Injury_2DPI_rep1_SS200000147BL_D5,4529,3,8284.0,3214.0,uninj,D,NO,VLMC,VLMC
CELL.4530,CELL.4530,0,Injury_2DPI_rep1_SS200000147BL_D5,4530,2,8293.0,5119.0,uninj,V,NO,VLMC,VLMC
CELL.4531,CELL.4531,7,Injury_2DPI_rep1_SS200000147BL_D5,4531,1,8291.0,2055.0,uninj,D,NO,DPEX,DPEX
CELL.4532,CELL.4532,6,Injury_2DPI_rep1_SS200000147BL_D5,4532,3,8291.0,4249.0,uninj,V,NO,CMPN,CMPN
CELL.4533,CELL.4533,7,Injury_2DPI_rep1_SS200000147BL_D5,4533,1,8290.0,2263.0,uninj,D,NO,DPEX,DPEX
CELL.4534,CELL.4534,3,Injury_2DPI_rep1_SS200000147BL_D5,4534,1,8287.0,3737.0,uninj,V,NO,DPEX,DPEX
CELL.4535,CELL.4535,7,Injury_2DPI_rep1_SS200000147BL_D5,4535,6,8294.0,1880.0,uninj,D,NO,SSTIN,SSTIN
CELL.4536,CELL.4536,3,Injury_2DPI_rep1_SS200000147BL_D5,4536,1,8287.0,2967.0,uninj,D,NO,MPEX,MPEX
CELL.4537,CELL.4537,3,Injury_2DPI_rep1_SS200000147BL_D5,4537,6,8295.0,2469.0,uninj,D,NO,MPIN,MPIN
CELL.4538,CELL.4538,7,Injury_2DPI_rep1_SS200000147BL_D5,4538,6,8294.0,1830.0,uninj,D,NO,SSTIN,SSTIN
CELL.4539,CELL.4539,6,Injury_2DPI_rep1_SS200000147BL_D5,4539,3,8295.0,4143.0,uninj,V,NO,NPTXEX,NPTXEX
CELL.4540,CELL.4540,6,Injury_2DPI_rep1_SS200000147BL_D5,4540,3,8295.0,4178.0,uninj,V,NO,CMPN,CMPN
CELL.4541,CELL.4541,3,Injury_2DPI_rep1_SS200000147BL_D5,4541,6,8298.0,1626.0,uninj,D,NO,SSTIN,SSTIN
CELL.4542,CELL.4542,7,Injury_2DPI_rep1_SS200000147BL_D5,4542,1,8299.0,2239.0,uninj,D,NO,DPEX,DPEX
CELL.4543,CELL.4543,3,Injury_2DPI_rep1_SS200000147BL_D5,4543,6,8300.0,1598.0,uninj,D,NO,SSTIN,SSTIN
CELL.4544,CELL.4544,7,Injury_2DPI_rep1_SS200000147BL_D5,4544,1,8298.0,2098.0,uninj,D,NO,DPEX,DPEX
CELL.4545,CELL.4545,7,Injury_2DPI_rep1_SS200000147BL_D5,4545,1,8301.0,2289.0,uninj,D,NO,DPEX,DPEX
CELL.4546,CELL.4546,3,Injury_2DPI_rep1_SS200000147BL_D5,4546,6,8298.0,1729.0,uninj,D,NO,SSTIN,SSTIN
CELL.4547,CELL.4547,7,Injury_2DPI_rep1_SS200000147BL_D5,4547,1,8304.0,2195.0,uninj,D,NO,DPEX,DPEX
CELL.4548,CELL.4548,7,Injury_2DPI_rep1_SS200000147BL_D5,4548,9,8291.0,1401.0,uninj,D,NO,Microglia,MCG
CELL.4549,CELL.4549,3,Injury_2DPI_rep1_SS200000147BL_D5,4549,1,8298.0,3836.0,uninj,V,NO,DPEX,DPEX
CELL.4550,CELL.4550,6,Injury_2DPI_rep1_SS200000147BL_D5,4550,4,8303.0,4402.0,uninj,V,NO,CMPN,CMPN
CELL.4552,CELL.4552,6,Injury_2DPI_rep1_SS200000147BL_D5,4552,4,8306.0,4343.0,uninj,V,NO,CMPN,CMPN
CELL.4553,CELL.4553,7,Injury_2DPI_rep1_SS200000147BL_D5,4553,3,8301.0,1758.0,uninj,D,NO,CMPN,CMPN
CELL.4554,CELL.4554,6,Injury_2DPI_rep1_SS200000147BL_D5,4554,3,8305.0,4311.0,uninj,V,NO,CMPN,CMPN
CELL.4555,CELL.4555,0,Injury_2DPI_rep1_SS200000147BL_D5,4555,3,8307.0,1491.0,uninj,D,NO,VLMC,VLMC
CELL.4556,CELL.4556,7,Injury_2DPI_rep1_SS200000147BL_D5,4556,1,8298.0,2895.0,uninj,D,NO,DPEX,DPEX
CELL.4557,CELL.4557,3,Injury_2DPI_rep1_SS200000147BL_D5,4557,1,8313.0,4224.0,uninj,V,NO,DPEX,DPEX
CELL.4558,CELL.4558,7,Injury_2DPI_rep1_SS200000147BL_D5,4558,6,8306.0,1794.0,uninj,D,NO,MPIN,MPIN
CELL.4559,CELL.4559,7,Injury_2DPI_rep1_SS200000147BL_D5,4559,1,8306.0,2355.0,uninj,D,NO,DPEX,DPEX
CELL.4560,CELL.4560,3,Injury_2DPI_rep1_SS200000147BL_D5,4560,6,8307.0,3235.0,uninj,V,NO,SSTIN,SSTIN
CELL.4561,CELL.4561,7,Injury_2DPI_rep1_SS200000147BL_D5,4561,1,8307.0,2619.0,uninj,D,NO,DPEX,DPEX
CELL.4562,CELL.4562,7,Injury_2DPI_rep1_SS200000147BL_D5,4562,1,8307.0,1941.0,uninj,D,NO,DPEX,DPEX
CELL.4563,CELL.4563,7,Injury_2DPI_rep1_SS200000147BL_D5,4563,1,8305.0,2556.0,uninj,D,NO,DPEX,DPEX
CELL.4564,CELL.4564,7,Injury_2DPI_rep1_SS200000147BL_D5,4564,1,8307.0,2652.0,uninj,D,NO,DPEX,DPEX
CELL.4565,CELL.4565,3,Injury_2DPI_rep1_SS200000147BL_D5,4565,1,8310.0,2852.0,uninj,D,NO,DPEX,DPEX
CELL.4566,CELL.4566,7,Injury_2DPI_rep1_SS200000147BL_D5,4566,1,8309.0,2946.0,uninj,D,NO,MPEX,MPEX
CELL.4567,CELL.4567,6,Injury_2DPI_rep1_SS200000147BL_D5,4567,3,8313.0,4250.0,uninj,V,NO,DPEX,DPEX
CELL.4568,CELL.4568,3,Injury_2DPI_rep1_SS200000147BL_D5,4568,6,8311.0,2688.0,uninj,D,NO,MPIN,MPIN
CELL.4569,CELL.4569,3,Injury_2DPI_rep1_SS200000147BL_D5,4569,1,8306.0,3553.0,uninj,V,NO,DPEX,DPEX
CELL.4571,CELL.4571,7,Injury_2DPI_rep1_SS200000147BL_D5,4571,1,8318.0,2023.0,uninj,D,NO,DPEX,DPEX
CELL.4572,CELL.4572,7,Injury_2DPI_rep1_SS200000147BL_D5,4572,1,8313.0,1987.0,uninj,D,NO,DPEX,DPEX
CELL.4573,CELL.4573,3,Injury_2DPI_rep1_SS200000147BL_D5,4573,1,8315.0,3985.0,uninj,V,NO,DPEX,DPEX
CELL.4574,CELL.4574,6,Injury_2DPI_rep1_SS200000147BL_D5,4574,3,8312.0,4105.0,uninj,V,NO,CMPN,CMPN
CELL.4576,CELL.4576,7,Injury_2DPI_rep1_SS200000147BL_D5,4576,6,8318.0,1861.0,uninj,D,NO,SSTIN,SSTIN
CELL.4577,CELL.4577,3,Injury_2DPI_rep1_SS200000147BL_D5,4577,1,8314.0,2312.0,uninj,D,NO,DPEX,DPEX
CELL.4578,CELL.4578,0,Injury_2DPI_rep1_SS200000147BL_D5,4578,9,8317.0,5051.0,uninj,V,NO,VLMC,VLMC
CELL.4579,CELL.4579,0,Injury_2DPI_rep1_SS200000147BL_D5,4579,2,8318.0,5143.0,uninj,V,NO,VLMC,VLMC
CELL.4580,CELL.4580,7,Injury_2DPI_rep1_SS200000147BL_D5,4580,1,8318.0,2274.0,uninj,D,NO,DPEX,DPEX
CELL.4581,CELL.4581,7,Injury_2DPI_rep1_SS200000147BL_D5,4581,6,8318.0,2795.0,uninj,D,NO,MPIN,MPIN
CELL.4583,CELL.4583,3,Injury_2DPI_rep1_SS200000147BL_D5,4583,6,8318.0,4060.0,uninj,V,NO,SSTIN,SSTIN
CELL.4584,CELL.4584,7,Injury_2DPI_rep1_SS200000147BL_D5,4584,6,8321.0,1899.0,uninj,D,NO,SSTIN,SSTIN
CELL.4585,CELL.4585,7,Injury_2DPI_rep1_SS200000147BL_D5,4585,1,8317.0,2134.0,uninj,D,NO,DPEX,DPEX
CELL.4586,CELL.4586,7,Injury_2DPI_rep1_SS200000147BL_D5,4586,1,8324.0,2396.0,uninj,D,NO,DPEX,DPEX
CELL.4587,CELL.4587,7,Injury_2DPI_rep1_SS200000147BL_D5,4587,1,8319.0,2448.0,uninj,D,NO,DPEX,DPEX
CELL.4588,CELL.4588,6,Injury_2DPI_rep1_SS200000147BL_D5,4588,3,8318.0,4197.0,uninj,V,NO,CMPN,CMPN
CELL.4589,CELL.4589,7,Injury_2DPI_rep1_SS200000147BL_D5,4589,1,8323.0,2084.0,uninj,D,NO,DPEX,DPEX
CELL.4590,CELL.4590,7,Injury_2DPI_rep1_SS200000147BL_D5,4590,1,8323.0,2052.0,uninj,D,NO,DPEX,DPEX
CELL.4591,CELL.4591,6,Injury_2DPI_rep1_SS200000147BL_D5,4591,4,8332.0,4415.0,uninj,V,NO,CMPN,CMPN
CELL.4593,CELL.4593,0,Injury_2DPI_rep1_SS200000147BL_D5,4593,9,8322.0,5115.0,uninj,V,NO,VLMC,VLMC
CELL.4594,CELL.4594,3,Injury_2DPI_rep1_SS200000147BL_D5,4594,3,8322.0,1613.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.4595,CELL.4595,3,Injury_2DPI_rep1_SS200000147BL_D5,4595,1,8325.0,2473.0,uninj,D,NO,MPEX,MPEX
CELL.4596,CELL.4596,0,Injury_2DPI_rep1_SS200000147BL_D5,4596,0,8324.0,3224.0,uninj,V,NO,VLMC,VLMC
CELL.4597,CELL.4597,3,Injury_2DPI_rep1_SS200000147BL_D5,4597,2,8313.0,3578.0,uninj,V,NO,VLMC,VLMC
CELL.4598,CELL.4598,3,Injury_2DPI_rep1_SS200000147BL_D5,4598,6,8323.0,3666.0,uninj,V,NO,MPIN,MPIN
CELL.4600,CELL.4600,6,Injury_2DPI_rep1_SS200000147BL_D5,4600,4,8325.0,4368.0,uninj,V,NO,CMPN,CMPN
CELL.4601,CELL.4601,7,Injury_2DPI_rep1_SS200000147BL_D5,4601,6,8325.0,3039.0,uninj,D,NO,SSTIN,SSTIN
CELL.4602,CELL.4602,3,Injury_2DPI_rep1_SS200000147BL_D5,4602,1,8326.0,3364.0,uninj,V,NO,DPEX,DPEX
CELL.4605,CELL.4605,3,Injury_2DPI_rep1_SS200000147BL_D5,4605,6,8327.0,3261.0,uninj,V,NO,MPIN,MPIN
CELL.4606,CELL.4606,6,Injury_2DPI_rep1_SS200000147BL_D5,4606,3,8325.0,4158.0,uninj,V,NO,CMPN,CMPN
CELL.4607,CELL.4607,3,Injury_2DPI_rep1_SS200000147BL_D5,4607,1,8328.0,3784.0,uninj,V,NO,DPEX,DPEX
CELL.4609,CELL.4609,0,Injury_2DPI_rep1_SS200000147BL_D5,4609,2,8328.0,3941.0,uninj,V,NO,VLMC,VLMC
CELL.4610,CELL.4610,6,Injury_2DPI_rep1_SS200000147BL_D5,4610,1,8327.0,4295.0,uninj,V,NO,DPEX,DPEX
CELL.4611,CELL.4611,6,Injury_2DPI_rep1_SS200000147BL_D5,4611,4,8336.0,4447.0,uninj,V,NO,CMPN,CMPN
CELL.4612,CELL.4612,3,Injury_2DPI_rep1_SS200000147BL_D5,4612,6,8325.0,1644.0,uninj,D,NO,SSTIN,SSTIN
CELL.4613,CELL.4613,3,Injury_2DPI_rep1_SS200000147BL_D5,4613,1,8332.0,3437.0,uninj,V,NO,DPEX,DPEX
CELL.4614,CELL.4614,3,Injury_2DPI_rep1_SS200000147BL_D5,4614,1,8332.0,3139.0,uninj,D,NO,DPEX,DPEX
CELL.4615,CELL.4615,3,Injury_2DPI_rep1_SS200000147BL_D5,4615,1,8332.0,3507.0,uninj,V,NO,DPEX,DPEX
CELL.4616,CELL.4616,7,Injury_2DPI_rep1_SS200000147BL_D5,4616,1,8330.0,1829.0,uninj,D,NO,DPEX,DPEX
CELL.4617,CELL.4617,6,Injury_2DPI_rep1_SS200000147BL_D5,4617,4,8333.0,4335.0,uninj,V,NO,CMPN,CMPN
CELL.4618,CELL.4618,7,Injury_2DPI_rep1_SS200000147BL_D5,4618,1,8335.0,1963.0,uninj,D,NO,DPEX,DPEX
CELL.4619,CELL.4619,7,Injury_2DPI_rep1_SS200000147BL_D5,4619,1,8333.0,2241.0,uninj,D,NO,DPEX,DPEX
CELL.4621,CELL.4621,7,Injury_2DPI_rep1_SS200000147BL_D5,4621,1,8337.0,2376.0,uninj,D,NO,DPEX,DPEX
CELL.4622,CELL.4622,6,Injury_2DPI_rep1_SS200000147BL_D5,4622,3,8333.0,4270.0,uninj,V,NO,DPEX,DPEX
CELL.4623,CELL.4623,7,Injury_2DPI_rep1_SS200000147BL_D5,4623,6,8334.0,2758.0,uninj,D,NO,MPIN,MPIN
CELL.4624,CELL.4624,3,Injury_2DPI_rep1_SS200000147BL_D5,4624,1,8335.0,3309.0,uninj,V,NO,DPEX,DPEX
CELL.4625,CELL.4625,7,Injury_2DPI_rep1_SS200000147BL_D5,4625,1,8338.0,2167.0,uninj,D,NO,DPEX,DPEX
CELL.4626,CELL.4626,3,Injury_2DPI_rep1_SS200000147BL_D5,4626,3,8336.0,4135.0,uninj,V,NO,CMPN,CMPN
CELL.4627,CELL.4627,3,Injury_2DPI_rep1_SS200000147BL_D5,4627,6,8336.0,4252.0,uninj,V,NO,MPIN,MPIN
CELL.4628,CELL.4628,7,Injury_2DPI_rep1_SS200000147BL_D5,4628,3,8333.0,1714.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.4629,CELL.4629,7,Injury_2DPI_rep1_SS200000147BL_D5,4629,1,8340.0,2895.0,uninj,D,NO,MPEX,MPEX
CELL.4630,CELL.4630,7,Injury_2DPI_rep1_SS200000147BL_D5,4630,1,8336.0,2962.0,uninj,D,NO,DPEX,DPEX
CELL.4631,CELL.4631,6,Injury_2DPI_rep1_SS200000147BL_D5,4631,3,8341.0,4208.0,uninj,V,NO,CMPN,CMPN
CELL.4632,CELL.4632,0,Injury_2DPI_rep1_SS200000147BL_D5,4632,0,8339.0,4554.0,uninj,V,NO,MSN,MSN
CELL.4633,CELL.4633,7,Injury_2DPI_rep1_SS200000147BL_D5,4633,1,8341.0,2120.0,uninj,D,NO,DPEX,DPEX
CELL.4634,CELL.4634,3,Injury_2DPI_rep1_SS200000147BL_D5,4634,1,8344.0,2564.0,uninj,D,NO,DPEX,DPEX
CELL.4635,CELL.4635,7,Injury_2DPI_rep1_SS200000147BL_D5,4635,1,8343.0,2496.0,uninj,D,NO,DPEX,DPEX
CELL.4636,CELL.4636,3,Injury_2DPI_rep1_SS200000147BL_D5,4636,3,8341.0,1672.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.4637,CELL.4637,7,Injury_2DPI_rep1_SS200000147BL_D5,4637,1,8345.0,2286.0,uninj,D,NO,DPEX,DPEX
CELL.4638,CELL.4638,7,Injury_2DPI_rep1_SS200000147BL_D5,4638,6,8342.0,2696.0,uninj,D,NO,MPIN,MPIN
CELL.4639,CELL.4639,7,Injury_2DPI_rep1_SS200000147BL_D5,4639,1,8350.0,2035.0,uninj,D,NO,DPEX,DPEX
CELL.4640,CELL.4640,3,Injury_2DPI_rep1_SS200000147BL_D5,4640,6,8346.0,2209.0,uninj,D,NO,MPIN,MPIN
CELL.4641,CELL.4641,7,Injury_2DPI_rep1_SS200000147BL_D5,4641,1,8347.0,2632.0,uninj,D,NO,DPEX,DPEX
CELL.4642,CELL.4642,7,Injury_2DPI_rep1_SS200000147BL_D5,4642,1,8348.0,2332.0,uninj,D,NO,DPEX,DPEX
CELL.4643,CELL.4643,3,Injury_2DPI_rep1_SS200000147BL_D5,4643,1,8346.0,2095.0,uninj,D,NO,DPEX,DPEX
CELL.4644,CELL.4644,3,Injury_2DPI_rep1_SS200000147BL_D5,4644,6,8347.0,3758.0,uninj,V,NO,VLMC,VLMC
CELL.4647,CELL.4647,7,Injury_2DPI_rep1_SS200000147BL_D5,4647,1,8352.0,2070.0,uninj,D,NO,DPEX,DPEX
CELL.4648,CELL.4648,7,Injury_2DPI_rep1_SS200000147BL_D5,4648,1,8351.0,1992.0,uninj,D,NO,DPEX,DPEX
CELL.4649,CELL.4649,3,Injury_2DPI_rep1_SS200000147BL_D5,4649,6,8352.0,3969.0,uninj,V,NO,VLMC,VLMC
CELL.4650,CELL.4650,7,Injury_2DPI_rep1_SS200000147BL_D5,4650,1,8354.0,1920.0,uninj,D,NO,DPEX,DPEX
CELL.4651,CELL.4651,7,Injury_2DPI_rep1_SS200000147BL_D5,4651,6,8353.0,3023.0,uninj,D,NO,SSTIN,SSTIN
CELL.4652,CELL.4652,6,Injury_2DPI_rep1_SS200000147BL_D5,4652,3,8355.0,4057.0,uninj,V,NO,CMPN,CMPN
CELL.4653,CELL.4653,7,Injury_2DPI_rep1_SS200000147BL_D5,4653,1,8353.0,1888.0,uninj,D,NO,DPEX,DPEX
CELL.4654,CELL.4654,0,Injury_2DPI_rep1_SS200000147BL_D5,4654,6,8358.0,3192.0,uninj,D,NO,SSTIN,SSTIN
CELL.4655,CELL.4655,0,Injury_2DPI_rep1_SS200000147BL_D5,4655,0,8354.0,3791.0,uninj,V,NO,MSN,MSN
CELL.4656,CELL.4656,0,Injury_2DPI_rep1_SS200000147BL_D5,4656,9,8355.0,5127.0,uninj,V,NO,VLMC,VLMC
CELL.4658,CELL.4658,6,Injury_2DPI_rep1_SS200000147BL_D5,4658,4,8358.0,4386.0,uninj,V,NO,CMPN,CMPN
CELL.4660,CELL.4660,7,Injury_2DPI_rep1_SS200000147BL_D5,4660,1,8363.0,2593.0,uninj,D,NO,DPEX,DPEX
CELL.4661,CELL.4661,3,Injury_2DPI_rep1_SS200000147BL_D5,4661,3,8361.0,1605.0,uninj,D,NO,VLMC,VLMC
CELL.4662,CELL.4662,7,Injury_2DPI_rep1_SS200000147BL_D5,4662,1,8367.0,2157.0,uninj,D,NO,DPEX,DPEX
CELL.4663,CELL.4663,3,Injury_2DPI_rep1_SS200000147BL_D5,4663,6,8361.0,2190.0,uninj,D,NO,MPIN,MPIN
CELL.4664,CELL.4664,7,Injury_2DPI_rep1_SS200000147BL_D5,4664,6,8363.0,2787.0,uninj,D,NO,MPIN,MPIN
CELL.4666,CELL.4666,6,Injury_2DPI_rep1_SS200000147BL_D5,4666,3,8363.0,4243.0,uninj,V,NO,CMPN,CMPN
CELL.4667,CELL.4667,7,Injury_2DPI_rep1_SS200000147BL_D5,4667,1,8365.0,2359.0,uninj,D,NO,DPEX,DPEX
CELL.4668,CELL.4668,3,Injury_2DPI_rep1_SS200000147BL_D5,4668,6,8369.0,3267.0,uninj,V,NO,SSTIN,SSTIN
CELL.4669,CELL.4669,6,Injury_2DPI_rep1_SS200000147BL_D5,4669,3,8370.0,4177.0,uninj,V,NO,CMPN,CMPN
CELL.4670,CELL.4670,6,Injury_2DPI_rep1_SS200000147BL_D5,4670,3,8368.0,4275.0,uninj,V,NO,CMPN,CMPN
CELL.4671,CELL.4671,3,Injury_2DPI_rep1_SS200000147BL_D5,4671,1,8367.0,2835.0,uninj,D,NO,MPEX,MPEX
CELL.4672,CELL.4672,6,Injury_2DPI_rep1_SS200000147BL_D5,4672,3,8366.0,4477.0,uninj,V,NO,NPTXEX,NPTXEX
CELL.4673,CELL.4673,7,Injury_2DPI_rep1_SS200000147BL_D5,4673,3,8366.0,1764.0,uninj,D,NO,DPEX,DPEX
CELL.4674,CELL.4674,7,Injury_2DPI_rep1_SS200000147BL_D5,4674,6,8365.0,2218.0,uninj,D,NO,MPIN,MPIN
CELL.4675,CELL.4675,7,Injury_2DPI_rep1_SS200000147BL_D5,4675,1,8370.0,2549.0,uninj,D,NO,DPEX,DPEX
CELL.4676,CELL.4676,6,Injury_2DPI_rep1_SS200000147BL_D5,4676,4,8368.0,4321.0,uninj,V,NO,CMPN,CMPN
CELL.4677,CELL.4677,3,Injury_2DPI_rep1_SS200000147BL_D5,4677,1,8368.0,2431.0,uninj,D,NO,DPEX,DPEX
CELL.4678,CELL.4678,7,Injury_2DPI_rep1_SS200000147BL_D5,4678,1,8366.0,2657.0,uninj,D,NO,DPEX,DPEX
CELL.4679,CELL.4679,3,Injury_2DPI_rep1_SS200000147BL_D5,4679,6,8371.0,3736.0,uninj,V,NO,MPIN,MPIN
CELL.4680,CELL.4680,3,Injury_2DPI_rep1_SS200000147BL_D5,4680,1,8368.0,3341.0,uninj,V,NO,MPEX,MPEX
CELL.4681,CELL.4681,6,Injury_2DPI_rep1_SS200000147BL_D5,4681,3,8374.0,4204.0,uninj,V,NO,CMPN,CMPN
CELL.4682,CELL.4682,6,Injury_2DPI_rep1_SS200000147BL_D5,4682,4,8369.0,4446.0,uninj,V,NO,CMPN,CMPN
CELL.4683,CELL.4683,7,Injury_2DPI_rep1_SS200000147BL_D5,4683,6,8376.0,3699.0,uninj,V,NO,MPIN,MPIN
CELL.4684,CELL.4684,7,Injury_2DPI_rep1_SS200000147BL_D5,4684,6,8368.0,4018.0,uninj,V,NO,SSTIN,SSTIN
CELL.4685,CELL.4685,7,Injury_2DPI_rep1_SS200000147BL_D5,4685,6,8374.0,2100.0,uninj,D,NO,MPIN,MPIN
CELL.4686,CELL.4686,7,Injury_2DPI_rep1_SS200000147BL_D5,4686,1,8366.0,2474.0,uninj,D,NO,MPEX,MPEX
CELL.4687,CELL.4687,7,Injury_2DPI_rep1_SS200000147BL_D5,4687,1,8370.0,1804.0,uninj,D,NO,DPEX,DPEX
CELL.4688,CELL.4688,7,Injury_2DPI_rep1_SS200000147BL_D5,4688,6,8376.0,2248.0,uninj,D,NO,MPIN,MPIN
CELL.4689,CELL.4689,7,Injury_2DPI_rep1_SS200000147BL_D5,4689,1,8373.0,2282.0,uninj,D,NO,DPEX,DPEX
CELL.4690,CELL.4690,3,Injury_2DPI_rep1_SS200000147BL_D5,4690,6,8373.0,3987.0,uninj,V,NO,SSTIN,SSTIN
CELL.4691,CELL.4691,7,Injury_2DPI_rep1_SS200000147BL_D5,4691,1,8373.0,2398.0,uninj,D,NO,DPEX,DPEX
CELL.4692,CELL.4692,7,Injury_2DPI_rep1_SS200000147BL_D5,4692,1,8372.0,2312.0,uninj,D,NO,DPEX,DPEX
CELL.4693,CELL.4693,3,Injury_2DPI_rep1_SS200000147BL_D5,4693,1,8373.0,3426.0,uninj,V,NO,DPEX,DPEX
CELL.4694,CELL.4694,0,Injury_2DPI_rep1_SS200000147BL_D5,4694,2,8381.0,1187.0,uninj,D,NO,VLMC,VLMC
CELL.4695,CELL.4695,3,Injury_2DPI_rep1_SS200000147BL_D5,4695,1,8382.0,2871.0,uninj,D,NO,MPEX,MPEX
