X,CellID,Batch,Annotation,cell_id
CELL.5540,CELL.5540,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5540
CELL.5541,CELL.5541,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5541
CELL.5543,CELL.5543,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5543
CELL.5544,CELL.5544,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5544
CELL.5545,CELL.5545,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5545
CELL.5547,CELL.5547,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5547
CELL.5548,CELL.5548,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5548
CELL.5550,CELL.5550,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5550
CELL.5552,CELL.5552,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5552
CELL.5553,CELL.5553,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5553
CELL.5554,CELL.5554,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5554
CELL.5556,CELL.5556,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5556
CELL.5557,CELL.5557,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5557
CELL.5558,CELL.5558,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5558
CELL.5559,CELL.5559,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,5559
CELL.5560,CELL.5560,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5560
CELL.5565,CELL.5565,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5565
CELL.5566,CELL.5566,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5566
CELL.5567,CELL.5567,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5567
CELL.5569,CELL.5569,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5569
CELL.5570,CELL.5570,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5570
CELL.5571,CELL.5571,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5571
CELL.5572,CELL.5572,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5572
CELL.5573,CELL.5573,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5573
CELL.5574,CELL.5574,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5574
CELL.5576,CELL.5576,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5576
CELL.5578,CELL.5578,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5578
CELL.5579,CELL.5579,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5579
CELL.5580,CELL.5580,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5580
CELL.5581,CELL.5581,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5581
CELL.5582,CELL.5582,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5582
CELL.5586,CELL.5586,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5586
CELL.5596,CELL.5596,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5596
CELL.5598,CELL.5598,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5598
CELL.5601,CELL.5601,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5601
CELL.5602,CELL.5602,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5602
CELL.5603,CELL.5603,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5603
CELL.5604,CELL.5604,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,5604
CELL.5606,CELL.5606,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5606
CELL.5611,CELL.5611,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5611
CELL.5612,CELL.5612,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5612
CELL.5614,CELL.5614,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5614
CELL.5617,CELL.5617,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5617
CELL.5619,CELL.5619,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5619
CELL.5620,CELL.5620,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5620
CELL.5625,CELL.5625,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5625
CELL.5626,CELL.5626,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,5626
CELL.5627,CELL.5627,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5627
CELL.5631,CELL.5631,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5631
CELL.5633,CELL.5633,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5633
CELL.5634,CELL.5634,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5634
CELL.5635,CELL.5635,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5635
CELL.5637,CELL.5637,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5637
CELL.5638,CELL.5638,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5638
CELL.5642,CELL.5642,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5642
CELL.5644,CELL.5644,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5644
CELL.5645,CELL.5645,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5645
CELL.5646,CELL.5646,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5646
CELL.5648,CELL.5648,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5648
CELL.5649,CELL.5649,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5649
CELL.5652,CELL.5652,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,5652
CELL.5653,CELL.5653,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5653
CELL.5654,CELL.5654,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5654
CELL.5655,CELL.5655,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5655
CELL.5657,CELL.5657,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5657
CELL.5660,CELL.5660,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5660
CELL.5661,CELL.5661,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5661
CELL.5662,CELL.5662,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5662
CELL.5663,CELL.5663,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5663
CELL.5664,CELL.5664,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5664
CELL.5665,CELL.5665,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5665
CELL.5666,CELL.5666,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5666
CELL.5667,CELL.5667,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5667
CELL.5668,CELL.5668,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5668
CELL.5669,CELL.5669,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5669
CELL.5670,CELL.5670,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5670
CELL.5672,CELL.5672,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5672
CELL.5673,CELL.5673,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5673
CELL.5674,CELL.5674,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5674
CELL.5675,CELL.5675,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5675
CELL.5676,CELL.5676,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5676
CELL.5677,CELL.5677,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5677
CELL.5678,CELL.5678,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5678
CELL.5682,CELL.5682,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5682
CELL.5683,CELL.5683,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5683
CELL.5685,CELL.5685,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5685
CELL.5687,CELL.5687,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5687
CELL.5689,CELL.5689,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5689
CELL.5690,CELL.5690,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5690
CELL.5691,CELL.5691,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5691
CELL.5692,CELL.5692,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5692
CELL.5693,CELL.5693,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5693
CELL.5694,CELL.5694,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5694
CELL.5695,CELL.5695,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5695
CELL.5696,CELL.5696,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5696
CELL.5699,CELL.5699,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5699
CELL.5700,CELL.5700,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5700
CELL.5701,CELL.5701,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5701
CELL.5702,CELL.5702,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5702
CELL.5703,CELL.5703,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5703
CELL.5704,CELL.5704,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5704
CELL.5706,CELL.5706,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5706
CELL.5709,CELL.5709,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5709
CELL.5710,CELL.5710,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5710
CELL.5715,CELL.5715,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5715
CELL.5716,CELL.5716,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5716
CELL.5717,CELL.5717,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5717
CELL.5719,CELL.5719,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,5719
CELL.5720,CELL.5720,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5720
CELL.5721,CELL.5721,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5721
CELL.5722,CELL.5722,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5722
CELL.5723,CELL.5723,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5723
CELL.5725,CELL.5725,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5725
CELL.5726,CELL.5726,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5726
CELL.5733,CELL.5733,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5733
CELL.5734,CELL.5734,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5734
CELL.5735,CELL.5735,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5735
CELL.5736,CELL.5736,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5736
CELL.5737,CELL.5737,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5737
CELL.5738,CELL.5738,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5738
CELL.5739,CELL.5739,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5739
CELL.5741,CELL.5741,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5741
CELL.5742,CELL.5742,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5742
CELL.5743,CELL.5743,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5743
CELL.5744,CELL.5744,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5744
CELL.5745,CELL.5745,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5745
CELL.5746,CELL.5746,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5746
CELL.5747,CELL.5747,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5747
CELL.5749,CELL.5749,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5749
CELL.5750,CELL.5750,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5750
CELL.5751,CELL.5751,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5751
CELL.5752,CELL.5752,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5752
CELL.5753,CELL.5753,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5753
CELL.5754,CELL.5754,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5754
CELL.5755,CELL.5755,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5755
CELL.5756,CELL.5756,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5756
CELL.5759,CELL.5759,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5759
CELL.5760,CELL.5760,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5760
CELL.5764,CELL.5764,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5764
CELL.5768,CELL.5768,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5768
CELL.5769,CELL.5769,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5769
CELL.5770,CELL.5770,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5770
CELL.5771,CELL.5771,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5771
CELL.5772,CELL.5772,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5772
CELL.5774,CELL.5774,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5774
CELL.5777,CELL.5777,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5777
CELL.5779,CELL.5779,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5779
CELL.5786,CELL.5786,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5786
CELL.5787,CELL.5787,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5787
CELL.5788,CELL.5788,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5788
CELL.5789,CELL.5789,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5789
CELL.5790,CELL.5790,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5790
CELL.5791,CELL.5791,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5791
CELL.5792,CELL.5792,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5792
CELL.5793,CELL.5793,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5793
CELL.5795,CELL.5795,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5795
CELL.5796,CELL.5796,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5796
CELL.5797,CELL.5797,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5797
CELL.5798,CELL.5798,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5798
CELL.5799,CELL.5799,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5799
CELL.5800,CELL.5800,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5800
CELL.5801,CELL.5801,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5801
CELL.5802,CELL.5802,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5802
CELL.5803,CELL.5803,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5803
CELL.5804,CELL.5804,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,5804
CELL.5805,CELL.5805,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5805
CELL.5806,CELL.5806,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5806
CELL.5807,CELL.5807,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5807
CELL.5809,CELL.5809,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5809
CELL.5810,CELL.5810,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5810
CELL.5811,CELL.5811,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5811
CELL.5812,CELL.5812,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5812
CELL.5813,CELL.5813,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5813
CELL.5814,CELL.5814,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5814
CELL.5815,CELL.5815,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5815
CELL.5816,CELL.5816,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5816
CELL.5818,CELL.5818,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5818
CELL.5821,CELL.5821,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5821
CELL.5823,CELL.5823,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5823
CELL.5824,CELL.5824,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5824
CELL.5825,CELL.5825,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5825
CELL.5826,CELL.5826,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5826
CELL.5827,CELL.5827,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5827
CELL.5829,CELL.5829,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5829
CELL.5833,CELL.5833,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5833
CELL.5835,CELL.5835,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5835
CELL.5836,CELL.5836,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5836
CELL.5837,CELL.5837,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5837
CELL.5839,CELL.5839,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5839
CELL.5840,CELL.5840,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5840
CELL.5841,CELL.5841,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5841
CELL.5842,CELL.5842,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5842
CELL.5843,CELL.5843,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5843
CELL.5845,CELL.5845,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5845
CELL.5848,CELL.5848,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5848
CELL.5849,CELL.5849,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5849
CELL.5851,CELL.5851,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5851
CELL.5853,CELL.5853,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5853
CELL.5855,CELL.5855,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5855
CELL.5856,CELL.5856,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5856
CELL.5857,CELL.5857,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5857
CELL.5858,CELL.5858,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5858
CELL.5860,CELL.5860,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5860
CELL.5861,CELL.5861,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5861
CELL.5863,CELL.5863,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5863
CELL.5864,CELL.5864,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5864
CELL.5865,CELL.5865,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5865
CELL.5867,CELL.5867,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5867
CELL.5869,CELL.5869,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5869
CELL.5870,CELL.5870,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5870
CELL.5871,CELL.5871,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5871
CELL.5874,CELL.5874,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5874
CELL.5875,CELL.5875,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5875
CELL.5877,CELL.5877,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5877
CELL.5879,CELL.5879,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5879
CELL.5880,CELL.5880,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5880
CELL.5881,CELL.5881,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5881
CELL.5882,CELL.5882,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5882
CELL.5883,CELL.5883,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5883
CELL.5884,CELL.5884,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5884
CELL.5885,CELL.5885,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5885
CELL.5886,CELL.5886,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5886
CELL.5887,CELL.5887,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5887
CELL.5888,CELL.5888,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5888
CELL.5890,CELL.5890,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5890
CELL.5892,CELL.5892,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5892
CELL.5893,CELL.5893,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5893
CELL.5894,CELL.5894,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5894
CELL.5895,CELL.5895,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5895
CELL.5896,CELL.5896,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5896
CELL.5897,CELL.5897,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5897
CELL.5898,CELL.5898,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5898
CELL.5901,CELL.5901,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5901
CELL.5902,CELL.5902,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5902
CELL.5903,CELL.5903,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5903
CELL.5904,CELL.5904,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5904
CELL.5905,CELL.5905,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5905
CELL.5906,CELL.5906,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5906
CELL.5907,CELL.5907,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5907
CELL.5909,CELL.5909,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5909
CELL.5910,CELL.5910,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5910
CELL.5911,CELL.5911,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5911
CELL.5913,CELL.5913,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5913
CELL.5914,CELL.5914,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5914
CELL.5915,CELL.5915,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5915
CELL.5916,CELL.5916,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5916
CELL.5917,CELL.5917,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5917
CELL.5918,CELL.5918,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5918
CELL.5920,CELL.5920,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5920
CELL.5921,CELL.5921,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5921
CELL.5923,CELL.5923,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5923
CELL.5927,CELL.5927,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5927
CELL.5929,CELL.5929,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5929
CELL.5930,CELL.5930,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5930
CELL.5931,CELL.5931,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5931
CELL.5932,CELL.5932,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5932
